text_id_kaggle,human,fold,pred_handfeat_oof,pred_tfidf_oof,pred_embed_oof,pred_handfeat_lopo,pred_tfidf_lopo,pred_embed_lopo,pred_finetuned_oof
03F7CF142B70,3.0,4,2.9450191014411566,3.01974350454812,3.03639817237854,2.9405070239828817,2.8600028675819806,3.0646257400512695,3.2774009704589844
0420DDE0BABD,3.0,3,2.8462878879177733,2.502423741631518,2.675071954727173,2.860569402675215,2.335711386837309,2.791548013687134,2.3883743286132812
0435196871A1,3.0,3,3.481102607974781,3.0128360553610407,3.0611138343811035,3.4723611053811134,3.1821664380046855,3.031435489654541,3.0189788341522217
043B9F48FDC2,3.0,4,3.2192718463491357,3.2365493339931177,2.401021957397461,3.217894223029761,3.260844382867361,2.5101118087768555,3.032790184020996
04491B61A791,2.0,2,2.980367931473886,3.0263535129942127,2.976419448852539,2.972790572121488,2.939337086965726,2.8913071155548096,3.224428176879883
0465517EB6B7,2.5,4,2.863566372182424,3.184141562639661,2.4837613105773926,2.890730499316569,3.138553009227375,2.5578417778015137,3.112240791320801
04659704890C,3.0,1,3.022506004974334,3.525767357224777,2.957125186920166,3.054269771889504,3.487103729997864,2.961509704589844,3.3550703525543213
046C6FB91CBA,3.0,4,3.232982952254351,3.456848026405109,3.703882932662964,3.2356078553901244,3.6269499563267447,3.920756101608277,3.5449955463409424
046ECC91332C,3.5,1,3.410765270129312,3.296442564818176,3.3207309246063232,3.408994274851737,3.471279665190818,3.283414125442505,3.566337823867798
04788D56AC58,3.0,0,3.087569783875032,3.0236136234148363,3.69783091545105,3.0772994125798965,2.832909412271678,3.408169746398926,3.563117027282715
047BD3CB80B4,3.5,3,3.503916875346887,3.5420472089678325,3.683349847793579,3.5137148649099292,3.6262899308235967,3.852150201797486,3.4442129135131836
0484BCFC725D,3.0,4,2.718167630854156,2.4238016185994744,2.735044002532959,2.7291116115266103,2.323930485966071,2.911193370819092,3.0011932849884033
04ACA7EB3994,4.0,2,3.5122764381939677,3.1188188087317603,2.9076879024505615,3.523638172526694,3.2722661678932594,3.324835777282715,3.619046211242676
04B3A4DD9460,3.0,1,3.0425894399999205,2.8858134320305364,2.884920835494995,3.069347004715826,2.788108852157335,2.8783929347991943,3.024763822555542
04B6FD84A066,4.0,2,3.243576609580322,3.3819348868867527,3.599222183227539,3.240636975213125,3.2212219523122743,3.267869710922241,4.378236770629883
04C2DA8069E7,2.0,1,2.8932347711326103,2.3198417296529423,2.1009669303894043,2.889319659762311,2.086543830297874,2.068429946899414,2.314887046813965
04E1A9EE5BE1,1.5,1,2.8585198074009996,2.39053969122925,1.2643280029296875,2.8362934736486896,2.404074183022669,1.465180277824402,1.9530267715454102
04FA62C5F269,2.5,4,3.3215979295174263,2.8617443289153943,3.0219690799713135,3.3217832255641255,2.5792691406715735,2.7628207206726074,3.413008689880371
05021F4CA528,2.5,2,3.1135946882147985,2.503729578019299,2.4223294258117676,3.109333637020525,2.5372445202701743,2.402052402496338,3.0218851566314697
0506BAC596A7,2.0,3,2.4370136879600413,2.7297157334924655,2.598051071166992,2.4424585544803343,2.6854483159022995,2.628936290740967,2.4551315307617188
050BFA60C6AF,3.0,0,2.7399766947893074,2.898079955766769,2.8847808837890625,2.734258334583265,2.8384749802345253,2.9723024368286133,3.012712001800537
0514D25768A0,2.5,2,3.515573489469704,3.4453975145296347,3.3162381649017334,3.5403784890267556,3.7297980470768137,3.1949281692504883,3.8595223426818848
051C3A22AEE0,2.0,2,3.0959581389341397,2.854957839013671,2.202241897583008,3.109446362821357,2.874099248828013,2.367896556854248,2.2429895401000977
053ACB9DFE74,3.0,4,2.8508919548465994,2.453316936969764,2.56520938873291,2.8495305154042545,2.38860045582253,2.623046875,2.44626522064209
053C05D2EE43,2.5,3,2.7530303521807182,2.774733799210768,2.4115610122680664,2.7610685529045624,2.827492253362799,2.4966018199920654,2.733424663543701
0546517E6BAA,3.5,0,3.2044485882917155,2.8393755739913336,3.2200090885162354,3.202428709187985,2.570100404704522,3.2608044147491455,3.362185478210449
0563F089C239,4.0,3,3.12350775553088,3.3312047613873665,3.31164288520813,3.1249643967233447,3.3580734251186533,3.41280460357666,3.511415719985962
057E81E19740,2.5,4,2.9627774863710528,2.727044490491072,2.7309694290161133,2.955821537277731,2.6145247279868067,2.7900609970092773,2.5595755577087402
057EE790CCEA,2.5,4,3.2555375864945657,2.813103731366551,2.9040772914886475,3.300422869247402,2.9285907980920447,3.157888174057007,2.7854371070861816
05903AA4540F,2.5,3,2.95522325039249,2.675434849055902,3.01397705078125,2.9591568193366258,2.5819911177177763,2.662720203399658,2.9579644203186035
05ACEDBB9CB4,3.0,2,2.996376451966514,3.2000488621839516,3.2327637672424316,3.0100097600120415,3.2613601631837894,3.234724521636963,3.454707384109497
05CE0C0C5102,3.5,1,3.025753165270479,3.1131424905823453,3.216782331466675,3.0199268033719533,3.1356115834930938,2.9788126945495605,3.2782392501831055
05E5653B781C,3.0,4,3.1528746964638135,3.1389483154516653,2.9162144660949707,3.155560701894773,3.0675549494443706,2.8739218711853027,3.261223077774048
05EC08C05019,3.5,3,3.3828647172561115,3.426267794504194,3.5559310913085938,3.391303696214876,3.558149075530165,3.647599697113037,3.6363353729248047
05F30981F3EB,3.5,1,3.716311604206043,3.888421101486162,3.480499744415283,3.7214509266291143,3.977804675741803,3.6151201725006104,3.1350674629211426
05F54CEC774B,3.0,3,3.380567011055179,3.2363727342198785,3.1225836277008057,3.3777117258593337,3.013821248771012,3.0631284713745117,3.284911632537842
0607B495212F,3.0,4,2.956325833357405,2.980143606048225,2.6540746688842773,2.9697449592060647,2.869418765248819,2.3974459171295166,2.9628803730010986
061AF57CB05C,3.0,2,3.0387428836161874,3.2577703198239485,3.1905107498168945,3.025224151014069,3.062825229048774,3.084927797317505,3.4820899963378906
061D2BBACB45,3.5,2,3.2946412952969735,3.076215480066999,3.3938183784484863,3.307424342690916,3.2582557138165305,3.2279181480407715,3.4216344356536865
0623DD5A8E8F,2.0,1,2.9745278512915365,2.3859170629471818,2.8025076389312744,2.9683531107811576,2.325890553021331,2.8043293952941895,2.737725257873535
062AE7A344D3,2.0,0,3.169740750326883,2.5048462130276867,3.3234686851501465,3.183626430061272,2.5072104999588376,3.165971040725708,3.0439233779907227
063F809DE304,2.5,3,3.180301536530412,3.3537278285846015,3.40914249420166,3.1856267343387277,3.18114443687469,3.356874942779541,3.36013126373291
064423D845B1,2.5,1,2.93940356268215,3.2471885858525784,3.627232074737549,2.9402987892727555,2.981787713636988,3.4313385486602783,3.243595600128174
06737289651D,2.0,3,2.9670850088134557,2.4931718042161775,2.5938730239868164,2.9715657899723222,2.771175327869963,3.0730268955230713,2.2244815826416016
06C9FC1267BB,3.0,2,3.185914748604548,3.3917437547030467,3.4864726066589355,3.2040205688153525,3.301702028182726,3.4344921112060547,3.932126998901367
06E81109FE92,2.0,4,2.4517853988214298,2.357907268560687,1.9581520557403564,2.4262248742416523,2.257320115184257,2.1287641525268555,2.304868698120117
06F368177993,2.0,1,2.819732450183989,1.9757570593843403,2.0867409706115723,2.877320976973667,2.1123741577597492,2.694086790084839,2.0279347896575928
06F5F6A09DC6,4.0,3,3.466112062498717,3.7888204042124034,2.9327707290649414,3.468221627143812,3.722553082709064,2.8523948192596436,4.105422019958496
06FA8EF28227,3.0,2,2.61097748408484,2.687352993021448,2.9362680912017822,2.6068451084529256,2.601793072281873,2.8750486373901367,2.8504638671875
070D792C65B7,4.0,3,3.4155331877921844,3.1615744956193517,3.658347606658935,3.413670057068184,3.206734041688242,3.513223171234131,3.751621961593628
074FA0221628,3.0,2,3.22505474708961,2.8261190086574213,3.1537771224975586,3.2157349592792808,2.8394489984263966,3.199068784713745,3.48250412940979
0756FC69B810,2.5,2,2.967309483456266,2.8863308909676424,3.195486307144165,2.9832069873339138,2.877363728074215,3.217199325561523,3.626664638519287
076262AA0CD5,4.5,0,3.879775945103651,4.000723993313098,3.6757020950317383,3.8803984948044214,3.985351879911663,3.8362417221069336,4.104262828826904
0781753B768E,2.0,2,3.228021482920106,3.39642417525175,3.2612271308898926,3.261024678022546,3.31680775437317,3.24035120010376,3.799255609512329
079FDB42E429,3.0,1,3.0969270872260575,3.466448750551928,3.3295304775238037,3.112377632070027,3.6137887980239984,3.6078834533691406,3.7401044368743896
07A4DAFDE5B7,3.5,0,3.184459105462548,3.2097967216484413,3.013577938079834,3.1506384842378905,2.996241852824195,3.1013717651367188,3.0683093070983887
07C6BB6ADA38,3.0,2,3.3799182221872273,3.0729077744671907,3.380800724029541,3.3958302698488505,3.445206122961241,3.5933022499084473,3.723984956741333
07CE77EA56C5,5.0,3,3.7883634802097226,4.296548944240291,3.546083450317383,3.768332503943093,4.138922657883471,3.5240747928619385,3.636477470397949
07D5647B11AE,2.5,2,2.9388206829085317,2.893561615584355,2.6937577724456787,2.960659704801321,2.7685189687041105,2.630178928375244,3.4616611003875732
07DFD9A0986B,2.5,0,3.190603582619987,2.9712350345064555,2.6390531063079834,3.193533782124772,3.008190011623779,2.68571138381958,2.9389803409576416
07E1633CC87A,4.0,4,2.884203314123853,3.2392172080452233,3.174126386642456,2.8650623327548934,2.9728660054211673,3.201537847518921,2.9458553791046143
07F3241EB3C6,3.0,1,3.343557552185727,3.3561683514520606,3.2916765213012695,3.366957182005804,3.4358860319825704,3.469611644744873,3.3264293670654297
0803CE11A14A,3.0,3,2.847423710258985,3.2246307218578716,3.6646223068237305,2.8489867605251593,3.203840997083199,3.7091164588928223,3.5112671852111816
083E12F6B1D0,3.0,2,3.118280477208247,2.8609397074163443,2.8431508541107178,3.1125022517929706,2.90335764005083,2.7991745471954346,3.0257773399353027
084763DC1C8C,3.0,1,2.9456766825796703,3.349038944645089,3.6524951457977295,2.9545237516482397,3.199206336828313,3.37465500831604,3.6881651878356934
085C8B43ADD6,3.0,1,3.199489732017718,3.4308501168847525,3.674739360809326,3.1669018640945215,3.3934679081299146,3.6942739486694336,3.3787879943847656
08683001D359,2.0,2,3.228595560588936,2.6605368430382996,3.05338716506958,3.1794201903382557,2.5801357917354903,3.030027151107788,2.9169740676879883
0877E6A813FE,2.5,4,3.099542622016922,2.939784423336147,3.5344717502593994,3.130069220405433,3.110413416061794,3.257401704788208,3.0444183349609375
08B25090A80C,4.0,1,3.4482516015649285,3.432622669314465,3.5655481815338135,3.4520404822633424,3.3705208402403377,3.472583770751953,3.112971067428589
08B72DCFD859,3.0,3,3.271811677466939,3.4387305083817905,3.3042376041412354,3.278201577169693,3.5657303293590177,3.47198748588562,3.252983331680298
08D8232F2D78,3.0,1,2.9503110066338105,2.94852924487991,3.0137417316436768,2.962325145567871,2.8655842693365248,2.8572537899017334,3.139674186706543
08FAE6E0BDCC,3.0,4,2.803726334147011,2.67562898543951,2.753122091293335,2.802646903891316,2.7637286482402916,2.915602445602417,2.998591423034668
08FC0154E0EF,2.0,2,2.738313878951465,2.2796674266198145,2.5913729667663574,2.747862531663699,2.721064249261413,2.7863028049468994,2.6016736030578613
08FC47A564AE,3.5,3,2.776028734200026,3.337515765528609,3.0219106674194336,2.7949067413380995,3.2692832239295084,2.9000394344329834,3.2647385597229004
092BBD374359,3.0,2,3.218744968080828,3.0891627001598447,3.489346981048584,3.2091027226081197,3.2766358638957818,3.5225462913513184,3.2497622966766357
0943E322C195,3.5,4,3.076526691061857,3.1468926545154643,2.9122090339660645,3.072038169741159,2.8212580196496195,2.58602237701416,3.367711067199707
094684D6DD30,3.0,3,2.6597228336941594,2.6814381567464576,2.6568453311920166,2.7062309755749077,2.882534737145363,2.896821975708008,2.5194249153137207
095E153640F7,3.5,2,3.1614441321428326,4.018883496812198,3.677398681640625,3.175419152025831,4.0667458831597205,3.573122501373291,4.102079391479492
0985602832CD,3.0,4,2.2346069118071163,2.9828715099912833,2.743973970413208,2.2089404360469915,3.1225157787164752,2.8406076431274414,2.948033094406128
09A801B564F5,3.0,1,2.859973863738119,3.3728070698583643,3.353843927383423,2.8466270214903884,3.2568053182321366,3.162055730819702,3.31770658493042
09ADB0629CD0,4.0,3,3.4168864988487626,3.5979610311031105,3.6349306106567383,3.4383586657021006,3.6903024359548113,3.711246252059937,3.7538158893585205
09EC2F6B0D24,2.5,1,2.950303604575949,2.51587570209857,2.7229325771331787,2.9384113420911206,2.5393725913430254,2.761263608932495,3.113812208175659
0A082DA0A890,3.0,0,3.1224721077287083,3.2187207550139085,3.0326149463653564,3.1253716554759214,3.4201974315745813,3.305147171020508,3.094069719314575
0A1482CD6163,4.5,3,3.0200518793669007,3.4790595109884155,3.1733474731445312,3.0067441373917787,3.386283433880236,2.994492292404175,3.6295828819274902
0A324290AFE7,3.5,4,3.0718787477520184,2.969091427310653,3.191101312637329,3.087445988122398,3.0063705697971415,3.2774405479431152,3.403313159942627
0A3964629F69,2.5,4,3.092610142831623,2.8872367627627837,3.060835599899292,3.087857825173475,2.763709658298462,3.012519359588623,2.7334065437316895
0A4CDC286F8C,3.0,4,3.1506167784444132,3.119921766864234,3.0395686626434326,3.1513172821424154,3.116454770509966,2.9502978324890137,3.2275948524475098
0A8B8F282E45,2.5,4,3.114960847009713,2.887156171282017,3.1620359420776367,3.16187219261807,2.846255353796914,3.482375383377075,3.430678606033325
0AAD73A0AA91,3.5,1,3.1030773441864787,3.1651231924671417,2.9012835025787354,3.093174235045436,2.9221086759327624,2.7026684284210205,3.5287880897521973
0AB62AE1C13F,3.5,4,2.890349259256645,3.116736254480427,2.6739258766174316,2.889338945024727,3.001519111336274,2.643066883087158,3.3625311851501465
0ABD502C5BF9,3.0,1,3.2048983403220856,3.2028286256087295,3.4994373321533203,3.204780573213453,3.0040597775920954,3.253070116043091,3.3029284477233887
0AC3C87DC51A,2.0,3,2.948195154003195,2.809736017459162,2.839961290359497,2.947195742681405,2.7723413752766337,2.776883840560913,2.5642805099487305
0ACB3F8B9DF8,3.0,1,2.886185613571606,2.648356938704053,3.3879966735839844,2.8917067535934797,2.7306989360750533,3.655338287353515,3.4721519947052
0AD69388300B,3.5,4,3.034529332979701,3.606708586896228,3.53611159324646,3.0498169970280036,3.809485262471003,3.697797536849976,4.018185615539551
0AF4F757FBEA,2.5,0,3.0441669760783543,2.569797608618245,2.5217366218566895,3.039835120456003,2.5978467848127367,2.473222255706787,2.81842303276062
0AFAD06336F3,3.5,2,3.394483964676066,3.249536968463323,3.355146646499634,3.390828243789971,3.3047150013413287,3.562960624694824,3.7003393173217773
0AFC8CE27321,4.5,3,3.1062682857379618,3.3895543782921864,3.411036968231201,3.0888762416983693,3.683706344170244,3.617775917053222,3.8455469608306885
0AFEC3CC53B5,2.0,3,2.9032233243631524,2.342118777754756,2.667858839035034,2.865237555300335,2.096660708089608,2.606046676635742,2.323763847351074
0B00BC4CBABC,4.0,0,3.284908431407033,3.616072518769417,3.5027313232421875,3.266414333928798,3.606322672010791,3.6017143726348877,3.6592955589294434
0B1599B11FCF,2.5,1,2.673384593475262,2.65357309846711,2.3609495162963867,2.7001638800998395,2.5859597483656303,2.2802300453186035,2.5582900047302246
0B3118834B72,3.5,2,3.098706733232751,3.078794011284113,3.541743278503418,3.067345320650916,3.1534523455872345,3.5298912525177,3.7101616859436035
0B478E81218B,3.5,2,3.6147122798375824,3.4902933747060896,3.466193199157715,3.635113995849285,3.534449130419587,3.4590017795562744,3.8213772773742676
0B6316123881,3.0,4,2.8668027313112634,2.8296985451061505,2.8474457263946533,2.8694736880838083,2.6375822083333147,2.6472315788269043,3.1519525051116943
0B720B5EA0E9,3.0,1,3.226268946291802,3.605853900237435,3.3496243953704834,3.2320672170751754,3.783426989511339,3.608813762664795,3.629997730255127
0B72A4344B3E,3.5,2,3.428357422221357,3.3627335976900765,3.0584299564361572,3.4368665514580843,3.263902159204746,2.862556219100952,3.2221500873565674
0B84A2B37B65,2.0,4,2.450526015138798,2.6517636489157472,2.073819875717163,2.424180411276496,2.573617229261363,1.999146819114685,2.360625743865967
0B953049AE1E,4.0,4,3.262600098527151,3.5854863362187857,3.609404802322388,3.267188544551982,3.476098216062099,3.4155726432800293,4.463621616363525
0BB7AF7A448C,2.5,1,3.305974258037725,3.291936923950683,3.338070869445801,3.309465918367958,3.318688543458844,3.2353758811950684,3.57688570022583
0BB9FAE6E27B,4.0,3,3.3839744934524703,3.573835120186285,3.3452367782592773,3.395437542076346,3.461565368055275,3.17539644241333,4.166449546813965
0BDADA3AFF77,3.0,3,2.92085317426998,3.076664270384245,2.7074100971221924,2.922206527868694,3.050285714156507,2.723055124282837,3.3225691318511963
0BEB8F7F5A64,4.0,1,3.273424333809614,3.798024701754856,3.588405132293701,3.2674047980425645,3.487289537589488,3.5533294677734375,4.07234525680542
0BF56A2681D3,4.0,1,3.1092899834555463,3.408532451706776,3.1709742546081543,3.112466173814262,3.1840409816466746,2.9506704807281494,3.453984260559082
0C1EDBE2EEC3,4.0,4,3.2492573084189074,3.391842189648619,3.4347410202026367,3.2672347983734373,3.2842728442340707,3.5225954055786133,4.1853346824646
0C28481DFBB8,3.0,3,3.1821962883466792,2.7823014766062375,2.5311713218688965,3.2002303385763837,2.838613233037905,2.601186990737915,2.8241961002349854
0C30A2A5D998,2.5,4,3.0361866344856656,2.8410508535743677,3.1121666431427,3.06756487953795,2.741016312554832,3.3206257820129395,2.905250310897827
0C699C871AA5,3.5,0,3.24111344019709,3.3936372546900513,3.178724765777588,3.256539052270262,3.553542943554617,3.4193129539489746,3.5745298862457275
0C7D385D812A,3.0,3,3.2985204304403775,2.9015844052322097,3.1561968326568604,3.3062610268431083,2.9008235311783586,3.2544901371002197,2.9846882820129395
0C88A0C1602B,4.0,4,3.098864858037586,3.304334894181516,3.611717700958252,3.0812444088517386,3.205974124670311,3.395486831665039,3.840038537979126
0C88E7BE611B,2.5,0,2.9996309368856147,2.6712092931868465,3.121800184249878,3.0291571777771535,2.6589942956576116,3.2466816902160645,3.4152095317840576
0C8D699DEE90,2.0,2,2.72072159135166,1.954643824966349,1.8281179666519165,2.7364503352295704,1.9282747294294504,1.5583398342132568,1.9051709175109863
0C91926E2BC6,3.0,3,3.0887851767538255,2.8776799132231825,3.3129706382751465,3.0966062680811755,2.840156778746918,3.298799514770508,3.4513700008392334
0CB1237268E3,3.0,1,3.558222149316363,3.2447251041629706,3.504502773284912,3.548594888442713,3.0613941279670103,3.338062047958374,3.329069137573242
0CCB18D0CAB7,2.5,1,3.078322981880673,2.4514197340937613,3.0240471363067627,3.0896988849732097,2.5069158328498524,3.0690433979034424,2.211684465408325
0CFDDC1CF75A,2.5,4,2.945128874008977,2.7108182064101145,1.905978202819824,2.9373119289410528,2.635918778971245,2.2141761779785156,2.1362385749816895
0D00750E249B,2.5,4,3.1837269674510837,2.941729839332079,3.3784351348876953,3.1954752750392745,2.885914098053785,3.3739848136901855,3.429631471633911
0D0CADFF33DF,3.5,1,3.023915899668852,3.128681866749353,2.9964983463287354,3.030520252249152,3.178026073191356,2.9434244632720947,3.3991317749023438
0D23E504FBC0,3.0,4,3.0062516674560156,3.210235564575008,3.175036907196045,3.030444362538439,3.058812236208193,3.102579116821289,3.55178165435791
0D382343F3D7,4.0,1,3.2968834583879265,3.5132347218833164,3.508005142211914,3.318321747375861,3.460601341771129,3.535287618637085,3.5109076499938965
0D5DA97CCEAE,3.0,1,3.0746666406967105,2.6784488314074113,2.760298252105713,3.100231325283413,2.85932290911016,2.7560901641845703,2.827864646911621
0D65AF80CDE7,2.0,3,3.291555977160185,2.662566243665853,2.3211419582366943,3.3026638101227164,2.552017421990037,2.3050031661987305,1.9966784715652466
0D807ABE1BB3,3.5,1,3.3081881357278937,3.118224654280122,3.3841185569763184,3.315616342518524,2.99756067975176,3.2123968601226807,3.5780372619628906
0D8EC8868869,1.5,2,2.6666872581058856,1.888471208259895,1.6696345806121826,2.699062428335498,1.833012907406125,1.8753013610839844,1.6679993867874146
0D9288F0A6C9,3.0,1,2.9434292293502,3.425437406967295,3.307007074356079,2.966632864634567,3.3025652028986734,3.306288242340088,3.0238265991210938
0DB44DDF91E6,3.0,3,2.451210889221417,2.652704105876586,2.96114730834961,2.4757836465929115,2.606827328792331,3.037586212158203,2.740365505218506
0DC7DEF31BE5,2.5,3,3.1882549948397063,2.732639179642716,2.275073528289795,3.1878603429137913,2.7933957099709383,2.380699872970581,2.401031255722046
0DF2006FC8F1,3.0,1,2.8325738187502827,2.9198619206613174,3.027146339416504,2.8282275576259,3.1842646531342957,3.145437240600586,3.1656734943389893
0E03218FDD2F,4.5,3,3.4425865542737144,3.936815038345185,4.132616996765137,3.4326507726840374,3.5965118240940868,4.130768775939941,4.503532409667969
0E07647BBC59,3.5,3,3.3092680003124944,3.731888657005193,3.2388598918914795,3.2911142454622646,3.765070796284548,3.2600815296173096,3.488692045211792
0E14B9D24898,2.0,3,3.2859851633325277,3.251718610051591,2.844977855682373,3.287345131138646,3.113574466251469,2.9425647258758545,2.8788845539093018
0E22A47D358E,2.0,2,2.2196061333603163,2.209584592757055,1.9098882675170896,2.2430256931715933,2.2035275896667974,1.72675621509552,2.625185489654541
0E26C20CFBBE,2.5,2,3.1602794734551725,3.153122695134048,3.194016695022583,3.1484938377818135,3.362911151296073,3.295875310897827,3.406676769256592
