panel_id,human,fold,pred_handfeat_oof,pred_tfidf_oof,pred_embed_oof,pred_handfeat_lopo,pred_tfidf_lopo,pred_embed_lopo
train/5.94683E+12,3.0,1,2.43594615057226,3.091203377813562,2.539186954498291,2.4165640323269613,2.8337528284812175,1.9045077562332153
train/5.86399E+12,4.0,2,3.075200656591735,3.144027612897051,3.332505702972412,3.0436587052562367,2.5696338370950658,2.679438352584839
train/5.34956E+12,4.0,4,3.52235023719506,3.8155057961166574,4.261810302734375,3.492003908690271,3.317456383048863,3.7435383796691895
train/4.91241E+12,4.0,0,2.999274865462554,3.841374675768055,3.082932710647583,2.972643526039431,3.2568911904045343,2.5571398735046387
train/4.64072E+12,3.0,3,2.2695896904682034,2.9726222748762687,1.9792265892028809,2.252150580795166,2.472163664330573,1.356475591659546
train/4.85864E+12,5.0,4,4.232164034673338,4.302122185107456,4.6115241050720215,4.209467803567738,3.9709702314305044,4.219771385192871
train/4.93323E+12,4.0,0,2.8407407912197744,3.3660832790264283,3.441096782684326,2.78897936924234,2.784587704686257,2.7218985557556152
train/5.41867E+12,5.0,3,4.096244233028789,4.312308763708965,4.042162895202637,4.051979671917375,3.763240105101636,3.4606661796569824
train/5.41842E+12,3.0,0,3.0812269533493186,3.5613890196817906,2.887615919113159,3.057832662623681,2.9972304102189087,2.300220489501953
train/5.39914E+12,4.0,1,3.598597079390835,3.8276466346643896,3.966710090637207,3.5737754908496826,3.2985510528807005,3.3958029747009277
train/5.00435E+12,4.0,2,4.061429782442496,4.743599596471049,4.543706893920898,4.044384140441129,4.524052251940642,3.955167770385742
train/5.02914E+12,3.0,3,3.8607388692801066,4.775740315174918,4.157990455627441,3.8203850056357465,4.216242705967023,3.5975899696350098
train/4.66253E+12,3.0,1,2.655598416688239,3.231454206658708,3.2852225303649902,2.606550573581244,2.4630788393517222,2.64697265625
train/5.33934E+12,4.0,1,2.8348631121065573,3.742994860102755,3.4015896320343018,2.797483940867198,3.278089028153849,2.858630418777466
train/5.11379E+12,4.0,4,3.426062338389968,3.838869665718106,4.079483985900879,3.412806495677506,3.547172218769427,3.650872230529785
train/5.6742E+12,4.0,3,4.30205470945007,4.7434527485926505,4.508584976196289,4.282162515155565,4.6603145059505415,3.917358875274658
train/5.07456E+12,5.0,4,4.479515095556554,5.085936306835743,4.374553680419922,4.457017314614246,4.501500345016037,3.74287486076355
train/5.34515E+12,3.0,3,3.052103004365481,3.131284090678612,3.499422550201416,3.071911777303336,2.558390394688833,2.931126594543457
train/575761115212010thLitAB,4.0,1,3.4026840376822873,4.2871079568825845,4.104451656341553,3.360795834296224,3.899260475835812,3.6719555854797363
train/5.88194E+12,4.0,3,4.020786300248128,4.047405648984759,5.038614273071289,4.032569702312345,3.640584679786928,4.348286151885986
train/5.34894E+12,4.0,0,3.57122240635295,3.6662195163200604,3.604613780975342,3.5211211634463804,3.247221753482798,3.2254834175109863
train/4.2349E+12,4.0,3,3.0594310706126144,3.730334819322834,3.642699718475342,3.0135675566733426,3.0842823586571626,3.0136220455169678
train/5.83124E+12,5.0,1,4.432669284367817,4.784027630949096,4.1821770668029785,4.393249978918311,4.342058546487767,3.7396812438964844
train/5.52597E+12,4.0,2,3.1010660818650986,4.09012811596255,3.321544647216797,3.0673351398113664,3.509652508432353,2.7639927864074707
train/5.76191E+12,3.0,4,2.6796965614219186,3.0996688693082035,3.0021815299987793,2.653944038421704,2.6204313766375957,2.630635976791382
train/5.75498E+12,5.0,0,4.361512882054267,4.669624529181423,4.426506519317627,4.34046612337464,4.463898676065607,3.8221163749694824
train/5.22543E+12,3.0,4,2.32231439656628,3.017022908737148,2.4758472442626953,2.2978647682697835,2.462984036934655,1.716980218887329
train/4.99102E+11,3.0,3,2.619465593933722,3.435970102137757,2.4637603759765625,2.6134045237712438,2.713709766012066,1.8414223194122314
train/565918115212010thLitAB,3.0,4,2.2831966321789885,2.6976263559681843,2.6841318607330322,2.272298088503642,2.4637617233257183,2.1722803115844727
train/5.93645E+12,4.0,3,3.452145848875265,3.9560582148065473,3.9401211738586426,3.4345465616142534,3.765506426318991,3.4901180267333984
train/5.78838E+12,3.0,0,2.546173662520941,3.2093295313956314,2.9047048091888428,2.512668606789455,3.0041079760857383,2.322246551513672
train/5.32034E+12,4.0,0,2.958435462661615,3.3674367206128886,3.9206371307373047,2.935094462818194,2.857911958108363,3.359822988510132
train/5.61333E+12,4.0,1,3.7247704093762666,4.281440830378022,4.216917037963867,3.681751501982542,3.657558971831307,3.6177358627319336
train/5.77448E+12,3.0,0,2.8914356968935775,3.0936972451967883,3.351400375366211,2.8726765575340827,2.9352779406071656,2.8442602157592773
train/5.60315E+12,5.0,0,3.7892004705222804,4.593335094754236,4.239701747894287,3.750425946156435,4.051675256915907,3.653505325317383
train/5.27972E+12,3.0,2,3.109121158647405,3.7082457027000557,4.035974502563477,3.0778040849552775,3.149330679380147,3.312680959701538
train/5.91397E+12,5.0,2,4.40626670987077,4.756727824986591,4.006800651550293,4.363540100074868,4.3981957450989295,3.487873077392578
train/4.85554E+12,4.0,1,4.179727287888508,4.3226973042194885,4.242146015167236,4.148917251604028,3.780913534170573,3.8690052032470703
train/5.60751E+12,4.0,2,3.2899204176353756,3.7261499261792252,4.093479156494141,3.2597411128747575,3.4019462331863153,3.4159531593322754
train/535314115212010thLitAB,4.0,1,3.447538848379146,4.029791543463157,3.638399839401245,3.4212879259416207,3.7250899668886848,3.1291913986206055
train/5.68672E+12,4.0,0,3.2954400756546933,3.644784365767671,3.702327251434326,3.2570379211440907,3.0716866769221056,3.297098398208618
train/5.26252E+12,3.0,3,2.7456138425054566,3.1696071489490096,3.273613214492798,2.724696932900549,2.9201793618821643,2.6469316482543945
train/4.90845E+12,5.0,2,3.985013595950926,4.339879451926967,4.104407787322998,3.9588570221334183,3.9853551131242004,3.6791255474090576
train/5.67226E+12,4.0,0,3.123987640273966,3.8364506567839993,3.6340737342834473,3.078893589465745,3.1126406939225446,3.073214292526245
train/5.73588E+12,5.0,4,4.555249717732488,4.555357192393781,4.41301965713501,4.5206142539105,4.344176892002619,3.9394283294677734
train/5.09745E+12,4.0,4,3.3503823416965965,4.138943701191069,3.9964966773986816,3.326898632244388,3.4761621703131786,3.32476806640625
train/5.27158E+12,4.0,3,3.564133530287834,4.186765706315409,4.155545234680176,3.541664255943701,3.587307465803448,3.598247528076172
train/5.46867E+12,4.0,2,3.529508139949029,3.886585899219604,4.137328624725342,3.50429382620234,3.3209687482422896,3.5081396102905273
train/5.33735E+12,4.0,3,3.1943891183844215,4.035473111856989,3.7531487941741943,3.182675272792873,3.528007049754077,3.186229944229126
train/5.34402E+12,5.0,1,4.764097835752664,5.186985374645957,4.5839128494262695,4.76822270137523,4.841355796334155,4.136629581451416
train/4.82347E+12,3.0,0,2.8917284200026985,3.60803973200496,3.4110946655273438,2.8815355223286008,3.115859642216947,2.74813175201416
train/5.59321E+12,4.0,4,3.7633771372021143,3.5752537138447185,4.287993907928467,3.7338166971692797,3.1437236172382184,3.822209119796753
train/5.12319E+12,3.0,1,3.3297208176891,3.686843081786054,4.62069845199585,3.315107179390741,3.550311445314963,4.098011493682861
train/5.56649E+12,5.0,1,4.448346023876074,5.066728114910676,4.4151387214660645,4.425099034711164,4.6383956685482435,4.0501813888549805
train/5.44841E+12,5.0,0,3.7341568744509557,4.356733230530198,4.00947380065918,3.7097080625851087,3.962652580567029,3.400040626525879
train/5.55573E+12,4.0,3,3.422010584731422,4.410097496769458,4.0811381340026855,3.3916860393963555,3.7254064354983423,3.4616787433624268
train/5.76295E+12,5.0,2,4.320403057628654,4.839095829790176,4.169090747833252,4.288247376445577,4.246889313198585,3.6688194274902344
train/4.65822E+12,4.0,2,3.6178340536323716,4.017800515614086,4.432993412017822,3.599021993349701,3.4581515605037603,4.0006303787231445
train/4.98934E+12,4.0,0,2.895759004713312,3.1451674321060947,2.6790521144866943,2.8839906004176274,2.962904784443937,2.0651302337646484
train/4.68504E+12,5.0,4,3.725499255443674,4.1028106163377736,4.368727684020996,3.6835837159860954,4.253798336237303,3.9397778511047363
train/5.75372E+12,3.0,4,2.606720728106045,3.251020172955625,3.06443190574646,2.5893313094207953,2.672744040723231,2.398282051086426
train/5.56241E+12,4.0,4,3.986744299049282,4.5006498591546125,4.256720542907715,3.9445822408248667,3.9941349464356586,3.7317099571228027
train/5.63465E+12,4.0,2,3.9315779446126697,3.708972308552729,4.230086326599121,3.9210025237062553,3.366378097559516,3.7310943603515625
train/4.99605E+12,5.0,0,4.393266485617129,5.301192068417224,3.7797017097473145,4.3592998033643156,5.073042649139801,3.5981578826904297
train/5.83138E+12,4.0,1,3.545635244481575,4.320949388708478,4.158512592315674,3.5008421571024364,3.840636155983801,3.4607646465301514
train/5.47218E+12,2.0,2,3.195834135701675,2.8619746265939408,3.689967393875122,3.1925657822663225,2.6440500381154006,3.2746102809906006
train/5.63463E+12,3.0,3,3.0446588114275532,3.3711204918666065,3.2771153450012207,3.0239871039089796,2.7419450253522486,2.7286195755004883
train/5.92842E+12,5.0,3,4.210643722303128,4.217864907006895,4.282644271850586,4.1734054140419445,3.75683446513081,3.841280460357666
train/5.08342E+12,4.0,2,2.7770254392556653,3.405231571583917,2.891916275024414,2.756237663219858,3.0960957798331075,2.415799617767334
train/5.78256E+12,4.0,2,3.926912832949741,4.231287015274813,3.999084234237671,3.897158453587024,3.6007326690874546,3.51186203956604
train/5.83534E+12,3.0,0,3.661246762741677,3.9855641989790844,4.306026935577393,3.646067016791418,3.6570967613811436,3.653313159942627
train/5.41693E+12,5.0,2,4.322967562921342,4.685427161276124,4.335758209228516,4.267695424944855,4.234317152063686,3.802064895629883
train/5.25405E+12,3.0,0,2.8646401050374464,3.4533875966472096,3.2500009536743164,2.8253476452232174,2.8779727665080523,2.709080219268799
train/4.52938E+12,3.0,0,2.3984428426343714,2.8586791859487533,2.811680793762207,2.3543341432433733,2.2702529782132306,2.323986053466797
train/5.56757E+12,4.0,0,4.078835822712536,4.369862392403254,3.805109739303589,4.040738815170961,3.988145901483377,3.272749423980713
train/5.5415E+12,3.0,2,2.282390392440531,3.231879536342585,2.6396138668060303,2.266785178182,2.741532862413271,2.1399402618408203
train/5.88558E+12,3.0,2,2.3580634135277783,2.9252185076666266,2.7072956562042236,2.346283116163997,2.6129680152536556,2.1060938835144043
train/5.16006E+12,5.0,4,4.126341662558435,4.148480889931976,4.057070732116699,4.078552548699759,3.719441879506776,3.4712986946105957
train/5.45113E+12,4.0,1,3.415852161583817,3.8366609590439817,3.9090089797973633,3.3760028270722784,3.141691242251109,3.328054428100586
train/5.49057E+12,5.0,4,3.588391676299485,4.39251407269591,4.395878791809082,3.5445891184402685,3.7092660841629255,3.887819766998291
train/5.65724E+12,5.0,0,4.2749243049136165,5.1758048662752545,3.8549203872680664,4.236997033116574,4.557124823915436,3.2027292251586914
train/5.32046E+12,4.0,3,3.3763075173236508,3.7397379312840955,3.982290267944336,3.3472443205339464,3.239701925102022,3.562150001525879
train/5.39967E+12,4.0,0,4.021097854509624,4.13904340679139,4.411932945251465,3.9901053948803593,3.7196587916933748,3.9629483222961426
train/5.66666E+12,4.0,1,3.0641129029419947,4.006831570953485,3.242037773132324,3.02559162338454,3.4312640079543653,2.7682785987854004
train/5.07804E+12,3.0,1,2.7622048920140916,3.418689666618884,3.7397186756134033,2.7105935022705054,2.9723113597504556,3.1132988929748535
train/527182115212010thLitAB,2.0,2,2.1352524081889563,2.5359554121940007,2.0798935890197754,2.1130965124470302,2.2795990930516536,1.458282470703125
train/4.41026E+12,4.0,2,3.832916823351427,4.38923208568549,4.337719917297363,3.8130422933101755,4.004908850219754,3.8287272453308105
train/5.86611E+12,5.0,4,4.270936900162639,4.694822902200212,4.159824371337891,4.245748358323869,4.108259042949307,3.7202625274658203
train/6.00191E+12,5.0,0,4.167493117456463,4.37595096507913,3.853370189666748,4.144663973404236,4.056579311196395,3.404700517654419
train/5.64413E+12,3.0,0,3.4683753558379893,3.9895061330205217,4.073053359985352,3.4180913963803685,3.4053950334009433,3.433183193206787
train/5.23358E+12,3.0,2,2.6053801748503695,3.4332603967142092,2.949012279510498,2.5995091499317446,3.2573811425687578,2.54009747505188
train/4.64123E+12,3.0,4,2.0623824250140332,2.3928966206450655,2.761425733566284,2.0405522781090957,1.9537415111732193,2.126720428466797
train/5.78893E+12,4.0,1,3.74636277122095,3.179792086172978,4.541452884674072,3.728015116053912,2.9222849675202287,3.9917917251586914
train/520804115212010thLitAB,4.0,2,3.462665956909255,4.043044475442089,3.87961745262146,3.44979877116303,2.9779948557380878,3.235506534576416
train/5.42923E+12,3.0,2,2.7677473538844537,3.528536554643057,3.3070902824401855,2.7281870006800566,3.2075546114252975,2.776958465576172
train/4.94155E+12,3.0,3,2.3040511909500188,3.2280501488186344,2.9730448722839355,2.260970228111071,3.066700905527528,2.632873296737671
train/5.02255E+12,4.0,4,3.3684644880347854,3.6042718999875314,4.399750709533691,3.3325172731380404,3.0976435273584917,3.822935104370117
train/5.1925E+12,4.0,0,4.4710295919738,4.665580869051668,4.566964149475098,4.4401709924577055,4.176286095710681,4.039536476135254
train/5.41386E+12,4.0,1,3.100369987300944,3.495275576345005,3.5938100814819336,3.0805274966998084,2.962344662720045,2.8807549476623535
train/5.75885E+12,2.0,0,4.428326850748359,2.7136830383922597,3.682166576385498,4.435541593717282,2.48201756642205,3.274048328399658
train/537781115212010thLitAB,3.0,4,2.6034110314164502,3.261125996833173,2.6060891151428223,2.5772103890648856,2.746361186364542,1.8614938259124756
train/5.67832E+12,4.0,3,3.235640454835991,3.7181901326035196,3.9384307861328125,3.2082079062647133,3.296566030716015,3.30275821685791
train/4.80247E+12,4.0,4,3.1948499614383863,3.6100255811564654,4.042446613311768,3.1524475209901404,3.2848226587608096,3.510666608810425
train/4.83537E+12,4.0,4,3.8393627299913202,4.476252146050483,4.301057815551758,3.8115335895416944,3.6486004306022797,3.791841506958008
train/4.98698E+12,4.0,2,3.6859964039896624,3.4791805271362333,3.536296844482422,3.663233526167744,3.1254515127003413,3.0208492279052734
train/5.12519E+12,4.0,0,3.7212748331002197,4.011946163687901,4.066068649291992,3.6834499530135343,3.299059171358209,3.3609447479248047
train/5.39386E+12,3.0,1,2.8530921361060413,2.355870971627171,2.661177635192871,2.856611507901801,1.9689313954035281,2.3363640308380127
train/5.42858E+12,5.0,2,3.6924603412268464,3.719688725514977,4.078078269958496,3.6710037516376173,3.541495439208801,3.631469249725342
train/5.07817E+12,3.0,0,2.7850626240090204,3.3687083775216586,3.0939502716064453,2.7475672057229605,2.835796117779606,2.604691743850708
train/4.9703E+12,4.0,2,3.8808657963131674,3.991226661752126,4.41240119934082,3.843881629778063,3.5263505050984905,3.821533203125
train/5761731152126_cleaned,3.0,4,2.956709530745305,2.587021451855353,3.1729702949523926,2.9423292316582366,2.4413279700824457,2.771817207336426
train/4.99102E+12,3.0,3,2.6197004700337923,3.4086631947200705,2.4853248596191406,2.613691290149344,2.6962874605281977,1.8714572191238403
train/5.4033E+12,2.0,4,2.0714585715536935,2.6090604873795185,2.21846342086792,2.0286379560807215,2.0330709051033824,1.6804050207138062
train/4.98073E+12,5.0,1,3.79287326786835,4.615121988073538,3.6736748218536377,3.790055712350675,4.392938739370123,3.113553047180176
train/5.39266E+12,5.0,4,4.327035436608175,4.495439819496633,4.078131675720215,4.286878725837308,3.999916424593001,3.624185562133789
train/5.28961E+12,6.0,4,4.730397814089045,4.819077806796151,4.352644443511963,4.687777829331323,4.36455678885001,3.79626727104187
train/5.37697E+12,5.0,2,3.5606305249379893,3.7331962694090137,4.055519104003906,3.53069329059717,3.232689434244869,3.6019835472106934
train/4.72492E+12,5.0,4,4.824782305658774,5.1050270412669745,4.334231376647949,4.816029657043972,4.07214724033614,3.671225070953369
train/547188115212010thLitAB,3.0,4,3.03819317398798,3.3761904292266935,3.7801661491394043,3.017682727825783,2.675728367578123,3.075662136077881
train/5.78717E+12,3.0,0,2.9663976499769222,3.323729650446826,3.381194591522217,2.9575269918437597,2.617107102124397,2.843510627746582
train/4.27326E+12,3.0,1,3.363189812149765,3.473909649060263,3.375739336013794,3.348027693191331,3.0845631966947615,2.9333581924438477
train/5.77698E+12,4.0,3,3.6104125646703755,3.7659946290488264,4.609609603881836,3.589227328186313,3.3031452453101644,3.867631435394287
train/5.95832E+12,4.0,1,3.565188852194261,4.212425318992143,4.11650276184082,3.5326111809347838,3.6344387402076257,3.4880423545837402
train/5.38186E+12,4.0,3,4.67097158415907,4.443740568455151,4.249642372131348,4.6027405145276195,4.133008274556966,3.861034393310547
train/5.58506E+12,4.0,0,3.2865654727193405,3.7285762057000063,3.859066963195801,3.27941400882164,3.0104090254146665,3.2944512367248535
train/5.12917E+12,4.0,0,3.625396678047102,3.9065325780120266,4.1763153076171875,3.5747272048429934,3.5867482009536134,3.9464778900146484
train/4.81214E+12,4.0,0,4.104328335934883,3.8363854077176653,3.491746187210083,4.0813306912930205,3.4462864984476074,3.1786234378814697
train/5.35378E+12,2.0,0,3.5603798257359744,3.2953975707996417,3.5438807010650635,3.523321414885499,2.9462477346026628,3.0375425815582275
train/5.76469E+12,3.0,0,3.4539646798195602,3.9879301204686586,5.0560173988342285,3.4118978385355505,3.5539115590233554,4.513003349304199
train/5.24813E+12,5.0,2,4.801985928108051,4.74198319672035,4.39803409576416,4.7687551520380795,4.200456826844537,3.9670917987823486
train/5.82159E+12,3.0,1,3.161973047774615,3.5837133088149757,3.505594253540039,3.13696122491571,3.649855847669878,3.184361696243286
train/5.66386E+12,4.0,1,3.4643791187139588,3.568089255191374,3.8280110359191895,3.440205057015207,2.9196880566438828,3.174865961074829
train/5.57777E+12,3.0,2,2.998032500910011,3.3149124651238573,3.2763161659240723,2.9699086598650695,2.7026375779536576,2.5775303840637207
train/5.78372E+12,2.0,0,1.7692136783099768,1.8995215639777796,2.5391764640808105,1.7531896717887707,1.314981184029572,1.8397231101989746
train/5.25902E+12,3.0,0,1.873217059448803,2.659611070766416,2.426361083984375,1.8384419216094792,1.9694431762726266,1.6084990501403809
train/565996115212010thLitAB,2.0,1,3.108512622034472,3.407570018144297,3.717191457748413,3.0909182393078933,3.0892293244652254,3.382497549057007
train/5.56149E+12,3.0,2,3.053043249619896,3.325104269940061,4.013588905334473,3.0251828059569776,3.010895923680162,3.4026858806610107
train/4.55022E+12,3.0,4,2.0308003789795137,2.331152734289251,1.707932472229004,2.0118937419207388,2.0920930540093723,1.1592276096343994
train/5.1601E+12,4.0,3,3.717526501262073,3.789670880344467,4.353216171264648,3.6983842664389868,3.600410710318712,3.855956554412842
train/4.70314E+12,3.0,0,3.3540016168587887,3.5655540870837594,3.7485785484313965,3.3470788065961674,3.073650595047188,3.3284151554107666
train/5.78953E+12,6.0,3,5.371159271454716,5.677124306181468,4.092739105224609,5.3020812738937675,5.270707405638026,3.7051942348480225
train/5.50064E+12,3.0,0,2.0136610176283316,2.3844330494406214,2.558058977127075,1.981873438034232,2.1741280355375965,2.0960288047790527
train/5.52276E+12,3.0,1,3.146429576210912,3.3029825620030815,4.077411651611328,3.108665015581005,3.7059300891535414,3.717838764190674
train/5.64166E+12,4.0,4,3.0616015118192954,3.2425847651423423,3.5283188819885254,3.0168032763653345,3.0293691895760464,2.969012975692749
train/5.83594E+12,4.0,4,3.115513920413588,3.3300626802945916,3.930440902709961,3.0836599381398604,3.305811511175704,3.7445127964019775
train/5.09116E+12,4.0,1,3.0032295604133306,3.546058044822473,3.4422831535339355,2.9775132044657564,3.260261391885227,3.0892202854156494
train/5.49717E+12,5.0,3,4.540371457394411,4.614725355216347,4.1097187995910645,4.5011601774800925,3.869870410323633,3.59738826751709
train/5.31974E+12,3.0,1,2.9157116020282565,3.028840037578711,3.656160354614258,2.8822240119952776,3.044834918357141,3.1070427894592285
train/5.08904E+12,4.0,4,3.617048861557471,4.343055228914028,4.422270774841309,3.5915701558169166,3.7414653285714468,3.8864269256591797
train/5.71454E+12,4.0,1,3.789246141352844,3.61801298127882,3.721717596054077,3.7662487397448383,2.834774559096884,3.0578413009643555
train/5.8887E+12,5.0,1,3.5585711838516993,3.572063071316761,4.1285271644592285,3.5204910094538384,3.2760613083935293,3.6868491172790527
train/5.33069E+12,3.0,0,3.067941008418514,3.708873527566345,3.719308614730835,3.037202005825559,3.5101024079374303,3.3756439685821533
train/5.30426E+12,4.0,3,3.4196011438525784,3.910778512516828,4.050690650939941,3.3945407580940965,3.8089867805857143,3.4971489906311035
train/5.99738E+12,3.0,0,2.3160448604224344,2.8776653946818698,2.705765724182129,2.2736608971753425,2.7128698080210842,2.2353601455688477
train/6.00744E+12,4.0,0,3.7295099361052553,4.223428158510666,3.645606756210327,3.7058580784859223,3.679370267600599,3.066453456878662
train/5.63154E+12,4.0,3,4.380931742707222,4.462146759789875,4.574305534362793,4.33748839572209,4.041712951394116,4.166259765625
train/5.30183E+12,3.0,2,2.8875350804933246,3.728250418199145,4.031350135803223,2.845172360732561,3.3432539473736402,3.503833293914795
train/5.40408E+12,4.0,2,3.9575292379195743,4.407015053162203,4.328175067901611,3.934579395891946,4.078826127251293,3.7536821365356445
train/5.53992E+12,4.0,0,3.975610040026955,4.613467701402103,3.9403209686279297,3.9319237572121635,4.17759995310368,3.414124011993408
train/5.39157E+12,3.0,2,3.275001851114834,3.6584217225035993,3.3801515102386475,3.262232295605666,3.2408490555332787,3.1935877799987793
train/5.6503E+12,4.0,4,3.534781422109622,4.060334026935812,3.978804111480713,3.507741903704484,3.6408393529768848,3.3525352478027344
train/5.3883E+12,3.0,1,2.741307587199002,3.105599967797338,3.4766900539398193,2.699438493722489,2.443868218446461,2.948180913925171
train/5.47707E+12,4.0,1,3.351151723835786,3.5497018149537474,3.9475021362304688,3.321116379115253,3.3491134379262477,3.679344415664673
train/5.58784E+12,2.0,4,3.31949553971941,4.048283042446956,4.285506248474121,3.2818278899719733,3.7079744535138754,3.764350175857544
train/5.96633E+12,5.0,0,3.8358095821446154,4.370489326077733,4.702308654785156,3.808176380962586,3.682627376186651,3.8519277572631836
train/5.87524E+12,3.0,4,2.524898906446417,2.6262637773672055,2.303018093109131,2.50553459989559,2.4468136347000797,1.8399016857147217
train/5.07943E+12,5.0,1,4.620178310559674,5.240430819793502,3.8177781105041504,4.573392595529537,4.69310054519897,3.3845443725585938
train/5.74246E+12,4.0,4,3.2251596882692684,4.1971761288966185,4.032602310180664,3.2412597590957968,3.8539383912343554,3.638061285018921
train/5.26016E+12,3.0,3,3.199191895555848,3.736826035068609,3.5623316764831543,3.169865379372051,3.597098945552297,3.0628042221069336
train/4.60236E+12,4.0,1,3.762125173161753,3.863984646460649,4.1624369621276855,3.7241064523830354,3.3391301128680864,3.6318159103393555
train/5.53202E+12,5.0,4,5.668160834222118,6.0,4.4873151779174805,5.602119843551655,6.0,3.993119478225708
train/5.54692E+12,6.0,1,4.615479830385437,4.869340734341634,4.892703533172607,4.5744803729550965,4.647441060837106,4.263795852661133
train/5.43137E+12,3.0,4,2.8234473316116526,2.729562387869826,2.8393967151641846,2.796512137796723,2.316107398833264,2.3389172554016113
train/6.0015E+12,3.0,2,3.081585377152015,3.714715904527555,3.4732987880706787,3.0517338138159853,3.0077006372289143,2.903041362762451
train/525730115212010thLitAB,4.0,3,4.153716123907127,4.451776949660934,4.504054546356201,4.1313382378222965,3.887465607241646,3.86273193359375
train/5.79156E+12,6.0,0,4.867968299349977,5.650710687725562,4.424919605255127,4.840019963829992,5.025236178603837,3.8387482166290283
train/5.06484E+12,4.0,3,3.1752929252003512,3.6167948545893327,3.5969536304473877,3.165207324958963,3.123152481893624,3.186185836791992
