uid,year,val
107664,2004,0.177
107725,2004,0.203
107743,2004,0.244
107789,2004,0.724
107831,2004,0.472
107877,2004,0.351
107974,2004,0.199
107983,2004,0.503
107992,2004,0.203
108065,2004,0.923
108092,2004,0.226
108232,2004,0.301
108250,2004,0.553
108287,2004,0.759
108348,2004,1.0
108393,2004,0.759
108649,2004,0.537
108667,2004,0.367
108807,2004,0.435
108852,2004,1.0
108977,2004,0.64
109013,2004,0.016
109040,2004,0.417
109208,2004,0.32
109332,2004,0.632
109350,2004,0.424
109651,2004,0.75
109721,2004,0.712
109730,2004,0.702
109785,2004,0.633
109819,2004,0.372
109907,2004,0.313
109934,2004,0.738
110051,2004,0.313
110060,2004,1.0
110097,2004,0.689
110176,2004,0.313
110185,2004,0.623
110194,2004,0.916
110219,2004,0.75
110246,2004,0.345
110334,2004,0.315
110361,2004,0.563
110370,2004,0.52
110404,2004,0.902
110413,2004,0.667
110422,2004,0.688
110468,2004,0.344
110486,2004,0.375
110495,2004,0.517
110510,2004,0.422
110529,2004,0.459
110538,2004,0.524
110547,2004,0.351
110556,2004,0.433
110565,2004,0.482
110574,2004,0.437
110583,2004,0.463
110592,2004,0.319
110608,2004,0.365
110617,2004,0.408
110635,2004,0.871
110644,2004,0.801
110653,2004,0.8
110662,2004,0.874
110671,2004,0.653
110680,2004,0.846
110705,2004,0.787
110714,2004,0.701
110875,2004,0.782
110918,2004,0.15
110945,2004,0.84
111009,2004,0.794
111054,2004,0.789
111081,2004,0.5
111188,2004,0.496
111434,2004,0.421
111461,2004,0.42
111513,2004,0.697
111638,2004,0.733
111708,2004,0.766
111717,2004,0.878
111726,2004,0.846
111744,2004,0.807
111762,2004,0.86
111771,2004,0.92
111799,2004,1.0
111887,2004,0.273
111896,2004,0.3
111920,2004,0.382
111939,2004,0.265
111948,2004,0.657
111966,2004,0.583
112075,2004,0.566
112084,2004,0.516
112172,2004,0.311
112190,2004,0.44
112260,2004,0.876
112288,2004,0.776
112312,2004,0.111
112367,2004,0.749
112385,2004,0.471
112394,2004,0.5
112446,2004,0.679
112455,2004,0.66
112516,2004,0.628
112561,2004,0.329
112570,2004,0.35
112686,2004,0.147
112783,2004,0.747
112826,2004,0.247
113096,2004,0.329
113111,2004,0.362
113193,2004,0.331
113218,2004,0.372
113227,2004,0.746
113236,2004,0.336
113333,2004,0.46
113397,2004,0.66
113537,2004,1.0
113573,2004,0.369
113582,2004,0.722
113607,2004,0.382
113634,2004,0.451
113698,2004,0.577
113713,2004,0.48
113856,2004,0.286
113908,2004,0.647
113980,2004,0.361
114044,2004,0.614
114062,2004,0.783
114071,2004,0.814
114080,2004,0.661
114123,2004,0.981
114266,2004,0.288
114354,2004,0.714
114372,2004,0.706
114433,2004,0.36
114460,2004,0.825
114716,2004,0.348
114761,2004,0.815
114789,2004,0.304
114813,2004,0.574
114859,2004,0.326
114886,2004,0.459
114895,2004,0.495
114938,2004,0.287
114947,2004,0.824
115001,2004,0.369
115010,2004,0.765
115083,2004,0.636
115126,2004,0.402
115296,2004,0.328
115357,2004,0.763
115393,2004,0.49
115409,2004,0.876
115454,2004,0.364
115472,2004,0.484
115490,2004,0.542
115515,2004,0.558
115533,2004,0.469
115560,2004,0.815
115658,2004,0.704
115728,2004,0.275
115755,2004,0.449
115773,2004,1.0
115861,2004,0.295
115931,2004,0.46
116040,2004,0.895
116350,2004,0.45
116439,2004,0.347
116466,2004,0.558
116475,2004,0.485
116484,2004,0.561
116563,2004,0.851
116846,2004,0.696
117052,2004,0.5
117104,2004,0.319
117113,2004,0.6
117140,2004,0.524
117168,2004,0.545
117186,2004,0.6
117195,2004,0.324
117238,2004,0.682
117247,2004,0.268
117274,2004,0.344
117557,2004,0.611
117575,2004,1.0
117627,2004,0.379
117645,2004,0.337
117690,2004,0.323
117706,2004,0.373
117715,2004,0.281
117724,2004,0.229
117733,2004,0.283
117751,2004,0.64
117788,2004,0.367
117867,2004,0.235
117894,2004,0.321
117928,2004,0.524
117946,2004,0.76
118116,2004,0.482
118125,2004,0.573
118134,2004,0.681
118143,2004,0.667
118161,2004,1.0
118189,2004,0.793
118198,2004,0.415
118259,2004,0.996
118277,2004,0.739
118286,2004,0.474
118347,2004,0.176
118356,2004,0.733
118374,2004,0.553
118383,2004,0.592
118392,2004,0.86
118417,2004,0.8
118426,2004,0.736
118435,2004,0.75
118444,2004,0.619
118453,2004,0.659
118480,2004,0.62
118541,2004,0.269
118684,2004,0.455
118693,2004,0.255
118718,2004,0.307
118772,2004,0.271
118888,2004,0.678
118912,2004,0.293
118921,2004,0.781
118930,2004,0.362
118958,2004,0.769
118967,2004,0.74
118976,2004,0.352
118994,2004,0.75
119067,2004,0.383
119137,2004,0.437
119164,2004,0.386
119173,2004,0.552
119216,2004,0.327
119270,2004,0.404
119331,2004,0.369
119340,2004,0.693
119359,2004,0.733
119368,2004,0.607
119438,2004,0.643
119456,2004,0.747
119465,2004,0.768
119508,2004,0.655
119544,2004,0.254
119553,2004,0.688
119605,2004,0.467
119775,2004,0.182
119827,2004,0.793
119845,2004,0.773
119951,2004,0.875
120069,2004,0.724
120078,2004,0.743
120087,2004,0.686
120166,2004,0.75
120184,2004,0.527
120254,2004,0.837
120272,2004,0.646
120290,2004,0.394
120342,2004,0.44
120403,2004,0.475
120421,2004,0.343
120537,2004,0.398
120661,2004,0.755
120838,2004,0.25
120865,2004,0.23
120883,2004,0.607
120953,2004,0.289
120971,2004,0.304
121008,2004,1.0
121017,2004,0.748
121044,2004,0.367
121150,2004,0.798
121257,2004,0.699
121275,2004,0.686
121309,2004,0.682
121345,2004,0.946
121363,2004,0.458
121433,2004,0.7
121619,2004,0.348
121691,2004,0.652
121707,2004,0.351
121859,2004,0.857
121868,2004,0.784
121886,2004,0.216
121901,2004,0.286
121992,2004,0.708
122180,2004,0.294
122205,2004,0.399
122296,2004,0.688
122339,2004,0.224
122366,2004,0.733
122375,2004,0.309
122384,2004,0.343
122409,2004,0.53
122436,2004,0.728
122454,2004,0.324
122506,2004,0.714
122597,2004,0.403
122612,2004,0.666
122658,2004,0.393
122685,2004,0.561
122694,2004,0.464
122728,2004,0.143
122746,2004,0.263
122755,2004,0.409
122791,2004,0.518
122834,2004,0.543
122843,2004,0.512
122852,2004,0.582
122889,2004,0.368
122931,2004,0.845
122977,2004,0.358
123013,2004,0.462
123165,2004,0.84
123208,2004,0.433
123217,2004,0.323
123280,2004,0.556
123299,2004,0.425
123341,2004,0.419
123350,2004,0.95
123396,2004,0.171
123457,2004,1.0
123484,2004,0.532
123493,2004,0.744
123509,2004,0.439
123527,2004,0.21
123554,2004,0.68
123563,2004,0.361
123572,2004,0.482
123581,2004,0.906
123642,2004,0.307
123651,2004,0.446
123679,2004,0.699
123800,2004,0.316
123952,2004,0.333
123961,2004,0.828
124113,2004,0.5
124292,2004,0.823
124344,2004,0.515
124487,2004,0.714
124681,2004,0.738
124706,2004,0.701
124779,2004,0.143
124919,2004,0.843
124937,2004,0.681
125028,2004,0.456
125082,2004,0.699
125091,2004,0.276
125170,2004,0.355
125462,2004,0.359
125471,2004,0.161
125499,2004,0.341
125532,2004,0.573
125727,2004,0.722
125763,2004,0.569
125897,2004,0.515
126076,2004,0.25
126119,2004,0.387
126164,2004,0.736
126182,2004,0.354
126207,2004,0.25
126261,2004,0.411
126289,2004,0.174
126359,2004,0.606
126401,2004,0.326
126410,2004,0.87
126562,2004,0.418
126580,2004,0.393
126605,2004,0.651
126614,2004,0.662
126669,2004,0.403
126678,2004,0.826
126687,2004,0.741
126702,2004,0.621
126711,2004,0.103
126748,2004,0.266
126775,2004,0.67
126784,2004,0.748
126818,2004,0.63
126827,2004,0.414
126854,2004,0.693
126863,2004,0.264
126872,2004,0.513
126915,2004,0.92
126924,2004,0.638
126942,2004,0.193
126951,2004,0.577
127024,2004,0.456
127060,2004,0.697
127158,2004,0.568
127185,2004,0.278
127200,2004,0.164
127219,2004,0.909
127228,2004,0.75
127316,2004,0.506
127389,2004,0.377
127556,2004,0.256
127565,2004,0.2
127617,2004,0.6
127653,2004,0.333
127680,2004,0.25
127714,2004,0.667
127732,2004,0.426
127741,2004,0.458
127778,2004,0.477
127787,2004,0.199
127820,2004,0.171
127839,2004,0.913
127884,2004,0.208
127909,2004,0.201
127918,2004,0.591
127945,2004,0.429
127954,2004,0.64
128036,2004,0.877
128106,2004,0.347
128151,2004,0.62
128179,2004,1.0
128188,2004,0.549
128203,2004,0.607
128258,2004,0.332
128328,2004,0.776
128337,2004,0.624
128391,2004,0.363
128425,2004,0.286
128498,2004,0.57
128540,2004,0.818
128577,2004,0.252
128674,2004,0.92
128683,2004,0.273
128726,2004,0.563
128744,2004,0.368
128762,2004,0.551
128771,2004,0.401
128902,2004,0.874
128957,2004,0.407
129002,2004,0.698
129020,2004,0.717
129154,2004,0.75
129181,2004,0.673
129215,2004,0.43
129242,2004,0.812
129349,2004,0.876
129367,2004,0.2
129446,2004,0.529
129482,2004,0.609
129525,2004,0.557
129534,2004,1.0
129543,2004,0.102
129613,2004,0.431
129640,2004,0.1
129686,2004,0.333
129695,2004,0.139
129729,2004,0.125
129756,2004,0.133
129774,2004,0.505
129808,2004,0.142
129880,2004,0.605
129923,2004,0.876
129932,2004,0.837
129941,2004,0.351
129969,2004,0.725
130004,2004,0.097
130040,2004,0.128
130110,2004,0.476
130129,2004,0.778
130174,2004,0.719
130183,2004,0.331
130217,2004,0.176
130226,2004,0.712
130253,2004,0.642
130314,2004,0.563
130396,2004,0.119
130448,2004,1.0
130493,2004,0.357
130509,2004,0.69
130590,2004,0.848
130606,2004,0.087
130624,2004,0.723
130697,2004,0.898
130776,2004,0.333
130794,2004,0.965
130873,2004,1.0
130891,2004,0.164
130907,2004,0.084
130916,2004,0.092
130934,2004,0.351
130943,2004,0.764
130989,2004,0.214
131061,2004,0.411
131098,2004,0.16
131113,2004,0.466
131159,2004,0.705
131283,2004,0.705
131308,2004,0.659
131399,2004,0.125
131450,2004,0.28
131469,2004,0.784
131496,2004,0.932
131511,2004,0.706
131520,2004,0.673
131566,2004,0.618
131742,2004,0.71
131788,2004,0.778
131803,2004,0.148
131830,2004,0.818
131876,2004,0.552
132268,2004,0.798
132338,2004,0.529
132374,2004,0.412
132408,2004,0.36
132471,2004,0.503
132602,2004,0.39
132657,2004,1.0
132666,2004,0.833
132675,2004,0.747
132693,2004,0.441
132709,2004,0.225
132806,2004,0.699
132851,2004,0.349
132879,2004,0.349
132903,2004,0.567
132976,2004,0.739
133021,2004,0.516
133085,2004,0.399
133155,2004,0.295
133386,2004,0.327
133465,2004,0.375
133492,2004,0.633
133508,2004,0.328
133526,2004,0.094
133553,2004,0.599
133650,2004,0.445
133669,2004,0.368
133702,2004,0.32
133711,2004,0.57
133809,2004,1.0
133845,2004,0.581
133854,2004,0.653
133863,2004,0.675
133872,2004,0.177
133881,2004,0.52
133951,2004,0.482
133960,2004,0.301
133979,2004,0.267
133997,2004,0.67
134079,2004,0.529
134097,2004,0.664
134112,2004,0.502
134121,2004,0.396
134130,2004,0.793
134149,2004,0.345
134228,2004,0.81
134237,2004,0.87
134291,2004,0.77
134307,2004,0.577
134343,2004,0.296
134422,2004,0.52
134495,2004,0.267
134510,2004,0.758
134574,2004,0.612
134608,2004,0.315
134680,2004,0.319
134714,2004,0.0
134811,2004,0.453
134875,2004,0.767
134909,2004,0.346
134945,2004,0.411
135063,2004,0.095
135081,2004,0.653
135124,2004,0.547
135142,2004,0.962
135160,2004,0.451
135179,2004,0.727
135188,2004,0.333
135267,2004,0.605
135276,2004,0.497
135294,2004,0.064
135337,2004,0.656
135364,2004,0.154
135391,2004,0.329
135407,2004,0.445
135416,2004,0.661
135434,2004,0.687
135522,2004,0.949
135647,2004,0.151
135717,2004,0.21
135726,2004,0.707
135735,2004,0.744
135771,2004,0.791
135939,2004,0.767
135957,2004,0.529
136011,2004,0.529
136048,2004,0.762
136066,2004,0.587
136075,2004,0.579
136109,2004,0.762
136145,2004,0.439
136172,2004,0.49
136206,2004,0.335
136215,2004,0.385
136233,2004,0.425
136288,2004,0.295
136303,2004,0.632
136330,2004,0.436
136358,2004,0.288
136400,2004,0.332
136473,2004,0.29
136491,2004,0.256
136516,2004,0.272
136659,2004,0.362
136738,2004,0.643
136747,2004,0.565
136765,2004,0.995
136774,2004,0.705
136783,2004,0.635
136826,2004,0.145
136950,2004,0.629
136996,2004,0.817
137023,2004,0.82
137032,2004,0.443
137078,2004,0.31
137087,2004,0.981
137096,2004,0.516
137120,2004,0.097
137209,2004,0.315
137245,2004,0.384
137272,2004,0.429
137281,2004,0.381
137315,2004,0.438
137351,2004,0.475
137476,2004,0.36
137546,2004,0.65
137564,2004,0.467
137591,2004,0.809
137625,2004,0.824
137713,2004,0.511
137759,2004,0.308
137801,2004,1.0
137810,2004,0.236
137847,2004,0.553
137856,2004,0.735
137865,2004,0.814
137892,2004,0.531
137953,2004,0.955
137962,2004,0.25
138132,2004,0.818
138187,2004,0.357
138275,2004,0.537
138284,2004,0.496
138293,2004,0.514
138309,2004,0.449
138336,2004,0.472
138354,2004,0.418
138372,2004,0.498
138479,2004,0.542
138488,2004,0.859
138497,2004,0.681
138558,2004,0.249
138594,2004,0.616
138600,2004,0.656
138655,2004,0.452
138664,2004,0.413
138682,2004,0.459
138691,2004,0.165
138716,2004,0.444
138725,2004,0.302
138761,2004,0.188
138789,2004,0.333
138813,2004,0.297
138822,2004,0.424
138840,2004,0.354
138868,2004,0.311
138877,2004,0.348
138901,2004,0.077
138938,2004,0.845
138947,2004,0.305
138956,2004,0.418
138983,2004,0.208
139010,2004,0.155
139074,2004,0.444
139092,2004,0.746
139126,2004,0.519
139144,2004,0.638
139153,2004,0.248
139199,2004,0.522
139205,2004,0.223
139214,2004,0.069
139250,2004,0.174
139278,2004,0.358
139311,2004,0.196
139357,2004,0.317
139366,2004,0.286
139384,2004,0.394
139393,2004,0.675
139463,2004,0.25
139506,2004,0.822
139533,2004,0.308
139579,2004,0.25
139621,2004,0.079
139630,2004,0.448
139658,2004,0.324
139700,2004,0.083
139719,2004,0.251
139746,2004,1.0
139755,2004,0.761
139764,2004,0.32
139773,2004,0.18
139861,2004,0.443
139898,2004,0.58
139904,2004,0.164
139931,2004,0.409
139940,2004,0.402
139959,2004,0.732
139968,2004,0.159
139986,2004,0.334
139995,2004,0.609
140003,2004,0.559
140012,2004,0.254
140076,2004,0.517
140085,2004,0.439
140164,2004,0.321
140191,2004,0.659
140234,2004,0.408
140243,2004,0.369
140252,2004,0.172
140304,2004,0.215
140322,2004,0.051
140331,2004,0.148
140340,2004,0.147
140447,2004,0.537
140483,2004,0.177
140553,2004,0.609
140599,2004,0.436
140669,2004,0.407
140678,2004,0.522
140696,2004,0.596
140711,2004,0.64
140720,2004,0.278
140809,2004,0.528
140818,2004,0.376
140827,2004,1.0
140872,2004,0.29
140942,2004,0.233
140951,2004,0.688
140960,2004,0.278
140988,2004,0.514
140997,2004,0.241
141006,2004,0.448
141015,2004,0.5
141060,2004,0.745
141097,2004,0.189
141121,2004,0.405
141158,2004,0.349
141167,2004,0.296
141185,2004,0.468
141228,2004,0.381
141237,2004,0.102
141255,2004,0.37
141264,2004,0.416
141273,2004,0.383
141307,2004,0.227
141325,2004,0.45
141334,2004,0.319
141361,2004,0.447
141468,2004,0.579
141486,2004,0.385
141565,2004,0.306
141574,2004,0.511
141583,2004,0.8
141608,2004,0.818
141644,2004,0.365
141671,2004,0.815
141680,2004,0.12
141796,2004,0.106
141802,2004,0.205
141811,2004,0.121
141839,2004,0.179
141848,2004,0.839
141857,2004,0.7
141945,2004,0.788
141990,2004,0.074
142054,2004,0.665
142090,2004,0.3
142115,2004,0.317
142124,2004,0.835
142179,2004,0.462
142276,2004,0.219
142285,2004,0.574
142294,2004,0.564
142328,2004,0.387
142337,2004,0.438
142407,2004,0.682
142416,2004,1.0
142443,2004,0.246
142461,2004,0.461
142489,2004,0.373
142522,2004,0.615
142559,2004,0.199
142869,2004,0.788
142878,2004,0.542
142887,2004,0.571
143048,2004,0.536
143075,2004,0.784
143084,2004,0.759
143118,2004,0.527
143181,2004,0.412
143215,2004,0.251
143279,2004,0.256
143288,2004,0.441
143297,2004,0.632
143303,2004,1.0
143358,2004,0.729
143376,2004,0.877
143464,2004,0.831
143473,2004,0.938
143491,2004,1.0
143507,2004,0.8
143516,2004,0.846
143534,2004,0.603
143543,2004,0.912
143552,2004,0.794
143613,2004,0.284
143695,2004,0.816
143880,2004,0.472
144005,2004,0.158
144050,2004,0.909
144157,2004,0.078
144166,2004,0.067
144175,2004,0.103
144184,2004,0.057
144193,2004,0.085
144209,2004,0.055
144218,2004,0.098
144281,2004,0.301
144351,2004,0.524
144467,2004,0.571
144485,2004,0.744
144564,2004,0.217
144573,2004,0.379
144616,2004,0.909
144740,2004,0.635
144759,2004,0.352
144795,2004,0.796
144856,2004,0.44
144865,2004,0.193
144883,2004,0.124
144892,2004,0.606
144944,2004,0.266
144962,2004,0.714
144971,2004,0.558
145099,2004,1.0
145239,2004,0.855
145309,2004,0.792
145354,2004,1.0
145372,2004,0.526
145406,2004,0.616
145424,2004,0.615
145433,2004,0.743
145460,2004,0.806
145497,2004,0.157
145521,2004,0.35
145600,2004,0.498
145619,2004,0.506
145637,2004,0.679
145646,2004,0.817
145682,2004,0.251
145691,2004,0.564
145707,2004,0.361
145725,2004,0.687
145813,2004,0.633
145831,2004,0.354
146010,2004,0.218
146205,2004,0.34
146214,2004,0.727
146278,2004,0.226
146296,2004,0.128
146339,2004,0.557
146348,2004,0.322
146366,2004,0.43
146393,2004,0.171
146418,2004,0.328
146427,2004,0.747
146454,2004,0.51
146472,2004,0.191
146481,2004,0.695
146506,2004,0.327
146603,2004,0.223
146612,2004,0.525
146621,2004,0.516
146667,2004,0.531
146676,2004,0.542
146685,2004,0.253
146700,2004,0.888
146719,2004,0.672
146755,2004,0.286
146791,2004,0.858
146807,2004,0.872
146816,2004,0.547
146825,2004,0.342
147004,2004,0.266
147013,2004,0.606
147165,2004,0.167
147244,2004,0.62
147341,2004,0.645
147378,2004,0.182
147396,2004,0.764
147411,2004,0.198
147439,2004,0.538
147536,2004,0.319
147642,2004,0.824
147660,2004,0.627
147679,2004,0.57
147703,2004,0.533
147749,2004,0.219
147767,2004,0.933
147776,2004,0.169
147800,2004,0.088
147819,2004,0.762
147828,2004,0.529
147916,2004,0.253
147970,2004,0.78
148007,2004,0.168
148016,2004,0.866
148098,2004,0.923
148131,2004,0.531
148140,2004,0.746
148177,2004,0.418
148256,2004,0.432
148292,2004,0.234
148335,2004,0.951
148380,2004,0.244
148399,2004,0.574
148405,2004,0.414
148487,2004,0.339
148496,2004,0.677
148584,2004,0.559
148627,2004,0.538
148672,2004,0.275
148821,2004,0.283
148849,2004,0.4
148876,2004,0.318
148919,2004,1.0
148937,2004,0.384
148955,2004,0.789
148973,2004,0.429
148991,2004,0.255
149019,2004,0.484
149204,2004,0.476
149222,2004,0.417
149231,2004,0.448
149310,2004,0.621
149329,2004,0.375
149365,2004,0.126
149499,2004,0.857
149505,2004,0.533
149514,2004,0.373
149532,2004,0.171
149550,2004,0.679
149639,2004,0.389
149727,2004,0.202
149772,2004,0.554
149781,2004,0.859
149842,2004,0.179
150048,2004,0.176
150066,2004,0.59
150075,2004,0.552
150127,2004,1.0
150136,2004,0.425
150145,2004,0.667
150163,2004,0.7
150172,2004,0.583
150251,2004,0.435
150303,2004,0.605
150400,2004,0.789
150428,2004,0.756
150437,2004,0.847
150455,2004,0.669
150525,2004,1.0
150534,2004,0.628
150561,2004,0.5
150604,2004,0.569
150640,2004,0.8
150668,2004,0.618
150677,2004,0.648
150695,2004,0.693
150710,2004,0.589
150756,2004,0.694
150765,2004,0.531
150774,2004,0.348
150853,2004,0.476
150941,2004,0.683
150978,2004,0.094
150987,2004,0.079
150996,2004,0.099
151005,2004,0.078
151014,2004,0.116
151023,2004,0.135
151032,2004,0.138
151041,2004,0.092
151050,2004,0.118
151069,2004,0.122
151078,2004,0.15
151087,2004,0.101
151096,2004,0.105
151102,2004,0.209
151111,2004,0.261
151157,2004,0.314
151166,2004,0.328
151184,2004,0.361
151193,2004,0.39
151209,2004,0.435
151236,2004,0.373
151245,2004,0.447
151263,2004,0.527
151290,2004,0.081
151306,2004,0.333
151324,2004,0.887
151333,2004,0.278
151342,2004,0.268
151351,2004,0.714
151360,2004,0.274
151379,2004,0.167
151388,2004,0.184
151458,2004,0.787
151467,2004,0.768
151494,2004,0.363
151500,2004,0.583
151519,2004,0.403
151537,2004,0.8
151564,2004,0.688
151607,2004,0.784
151616,2004,0.328
151625,2004,0.365
151652,2004,0.887
151661,2004,0.544
151777,2004,0.524
151786,2004,0.514
151801,2004,0.489
151810,2004,0.436
151829,2004,0.667
151874,2004,0.452
151944,2004,0.263
151962,2004,1.0
152044,2004,0.563
152080,2004,0.952
152099,2004,0.632
152150,2004,0.778
152220,2004,0.529
152248,2004,0.391
152266,2004,0.14
152275,2004,0.6
152309,2004,0.779
152318,2004,0.817
152327,2004,0.61
152336,2004,0.497
152363,2004,0.483
152381,2004,0.539
152390,2004,0.741
152415,2004,0.568
152424,2004,0.635
152497,2004,0.25
152530,2004,1.0
152567,2004,0.555
152600,2004,0.711
152628,2004,0.667
152637,2004,0.214
152673,2004,0.701
152798,2004,0.75
152822,2004,0.559
152992,2004,0.519
153001,2004,0.571
153038,2004,0.765
153074,2004,0.561
153083,2004,0.038
153092,2004,0.735
153108,2004,0.635
153126,2004,0.585
153144,2004,0.731
153162,2004,0.672
153171,2004,0.705
153214,2004,0.284
153241,2004,0.462
153250,2004,0.644
153269,2004,0.667
153278,2004,0.302
153296,2004,0.442
153302,2004,0.711
153311,2004,0.296
153320,2004,0.387
153339,2004,0.714
153366,2004,0.477
153375,2004,0.357
153384,2004,0.871
153409,2004,0.627
153418,2004,0.464
153427,2004,0.758
153445,2004,0.361
153472,2004,0.22
153524,2004,0.352
153533,2004,0.47
153542,2004,1.0
153588,2004,0.675
153597,2004,0.569
153603,2004,0.68
153621,2004,0.345
153630,2004,0.306
153658,2004,0.661
153737,2004,0.282
153746,2004,0.844
153764,2004,0.732
153773,2004,0.753
153782,2004,0.857
153825,2004,0.69
153834,2004,0.746
153861,2004,0.125
153922,2004,0.438
153977,2004,0.737
154004,2004,0.567
154013,2004,0.613
154022,2004,0.258
154059,2004,0.355
154095,2004,0.65
154101,2004,0.596
154110,2004,0.301
154129,2004,0.686
154165,2004,1.0
154174,2004,0.667
154208,2004,0.96
154235,2004,0.644
154262,2004,0.143
154332,2004,0.723
154341,2004,0.748
154350,2004,0.699
154378,2004,0.371
154396,2004,0.452
154448,2004,0.75
154457,2004,0.803
154466,2004,0.582
154484,2004,0.636
154493,2004,0.382
154509,2004,0.375
154518,2004,0.28
154527,2004,0.671
154545,2004,0.575
154572,2004,0.26
154590,2004,0.228
154633,2004,0.756
154642,2004,0.325
154651,2004,1.0
154688,2004,0.668
154697,2004,0.414
154712,2004,0.467
154721,2004,0.489
154749,2004,0.542
154767,2004,0.719
154776,2004,0.525
154794,2004,0.722
154800,2004,0.268
154819,2004,0.77
154837,2004,0.5
154855,2004,1.0
154907,2004,0.359
154925,2004,0.304
154934,2004,0.539
154943,2004,0.845
154952,2004,0.376
154970,2004,0.643
154998,2004,0.287
155007,2004,0.163
155025,2004,0.444
155052,2004,0.687
155061,2004,0.497
155070,2004,0.217
155089,2004,0.453
155098,2004,0.38
155104,2004,0.322
155140,2004,0.151
155159,2004,0.917
155177,2004,0.697
155186,2004,0.162
155195,2004,0.349
155201,2004,0.374
155210,2004,0.141
155265,2004,0.619
155283,2004,0.672
155292,2004,0.154
155317,2004,0.593
155335,2004,0.446
155353,2004,0.943
155399,2004,0.557
155414,2004,0.375
155423,2004,0.889
155441,2004,0.727
155450,2004,0.128
155478,2004,0.803
155487,2004,0.599
155496,2004,0.268
155511,2004,0.571
155520,2004,0.546
155566,2004,0.22
155593,2004,0.822
155609,2004,0.769
155618,2004,0.886
155627,2004,0.316
