uid,year,val
113096,2004,0.179
113111,2004,0.5
113193,2004,0.4
113218,2004,0.267
113236,2004,0.0
113333,2004,0.25
113573,2004,0.286
113582,2004,1.0
113607,2004,0.232
113634,2004,0.16
113698,2004,0.5
113856,2004,0.2
113980,2004,0.254
114123,2004,1.0
114266,2004,0.0
114354,2004,0.444
114372,2004,0.6
114433,2004,0.294
114716,2004,0.5
114789,2004,0.231
114813,2004,0.5
114859,2004,0.261
114938,2004,0.4
114947,2004,1.0
115001,2004,0.125
115126,2004,0.167
115296,2004,0.191
115393,2004,1.0
115454,2004,0.143
115472,2004,0.333
115490,2004,0.5
115515,2004,0.333
115533,2004,0.278
115728,2004,0.182
115755,2004,0.452
115773,2004,1.0
115861,2004,0.333
116040,2004,0.618
116439,2004,0.0
116466,2004,0.581
116475,2004,1.0
116484,2004,0.75
116846,2004,0.0
117052,2004,0.667
117104,2004,0.75
117113,2004,0.0
117140,2004,0.516
117247,2004,0.16
117274,2004,0.286
117627,2004,0.167
117645,2004,0.357
117690,2004,0.455
117706,2004,0.333
117715,2004,0.292
117724,2004,0.217
117733,2004,0.111
117751,2004,0.0
117788,2004,0.294
117867,2004,0.0
117894,2004,0.375
117928,2004,0.333
117946,2004,0.717
118198,2004,0.336
118259,2004,1.0
118277,2004,0.568
118286,2004,0.407
118347,2004,0.25
118541,2004,0.286
118684,2004,0.5
118693,2004,0.25
118718,2004,0.267
118772,2004,0.207
118888,2004,1.0
118912,2004,0.13
118930,2004,0.0
118967,2004,0.739
118976,2004,0.357
119067,2004,0.25
119137,2004,0.25
119164,2004,0.25
119173,2004,0.2
119216,2004,0.0
119270,2004,0.1
119331,2004,0.286
119605,2004,1.0
120184,2004,0.308
120254,2004,0.842
120290,2004,0.182
120342,2004,0.5
120403,2004,0.125
120421,2004,0.444
120537,2004,0.2
120865,2004,0.111
120883,2004,0.0
120953,2004,0.333
120971,2004,0.226
121044,2004,0.081
121150,2004,0.692
121257,2004,0.818
121275,2004,0.45
121309,2004,0.308
121345,2004,0.905
121363,2004,0.0
121619,2004,0.167
121691,2004,0.563
121707,2004,0.25
121886,2004,0.2
121901,2004,0.17
122180,2004,0.162
122205,2004,0.273
122339,2004,0.188
122375,2004,0.1
122384,2004,0.333
122409,2004,0.255
122436,2004,0.588
122454,2004,0.667
122597,2004,0.299
122612,2004,0.657
122658,2004,0.292
122685,2004,0.4
122694,2004,0.31
122728,2004,0.0
122746,2004,0.0
122755,2004,0.297
122791,2004,0.471
122834,2004,0.304
122843,2004,0.417
122852,2004,0.0
122889,2004,0.667
122931,2004,0.8
122977,2004,0.279
123013,2004,0.6
123165,2004,1.0
123208,2004,0.304
123217,2004,0.143
123299,2004,0.2
123341,2004,0.133
123396,2004,0.0
123457,2004,0.5
123484,2004,0.286
123493,2004,0.72
123509,2004,0.375
123527,2004,0.184
123554,2004,0.41
123563,2004,0.225
123572,2004,0.261
123642,2004,0.0
123651,2004,0.286
123679,2004,0.673
123800,2004,0.176
123952,2004,0.0
123961,2004,0.73
124113,2004,0.667
124487,2004,1.0
124706,2004,0.453
124937,2004,0.488
125028,2004,0.25
125091,2004,0.3
125170,2004,0.375
125462,2004,0.313
125471,2004,0.156
125499,2004,0.455
125532,2004,0.424
125727,2004,0.5
125763,2004,0.476
125897,2004,0.636
126119,2004,0.455
126182,2004,0.231
126207,2004,0.167
126261,2004,0.5
126289,2004,0.2
126359,2004,0.6
126401,2004,0.273
126562,2004,0.278
126580,2004,0.348
126605,2004,0.333
126614,2004,0.585
126669,2004,0.2
126678,2004,0.75
126687,2004,0.551
126702,2004,0.343
126711,2004,0.5
126748,2004,0.0
126775,2004,0.5
126818,2004,0.449
126827,2004,0.158
126854,2004,0.5
126863,2004,0.2
126872,2004,0.349
126924,2004,0.5
126942,2004,0.202
126951,2004,0.384
127024,2004,0.2
127060,2004,0.471
127158,2004,0.598
127185,2004,0.0
127200,2004,0.0
127316,2004,0.34
127389,2004,0.25
127556,2004,0.231
127565,2004,0.128
127680,2004,0.0
127714,2004,1.0
127732,2004,0.171
127741,2004,0.422
127778,2004,0.438
127787,2004,0.333
127820,2004,0.111
127839,2004,0.837
127884,2004,0.211
127909,2004,0.111
127918,2004,0.5
127945,2004,0.0
128106,2004,0.261
128179,2004,1.0
128188,2004,1.0
128203,2004,1.0
128258,2004,0.077
128328,2004,0.828
128337,2004,0.0
128391,2004,0.333
128498,2004,0.462
128577,2004,0.375
128683,2004,0.119
128726,2004,0.667
128744,2004,0.357
128771,2004,0.296
128902,2004,0.769
129020,2004,0.563
129154,2004,0.773
129215,2004,0.476
129242,2004,0.824
129367,2004,0.179
129446,2004,1.0
129525,2004,0.439
129543,2004,0.066
129613,2004,0.521
129686,2004,0.0
129695,2004,0.059
129729,2004,0.023
129756,2004,0.071
129774,2004,0.552
129808,2004,0.056
129941,2004,0.054
130004,2004,0.033
130040,2004,0.0
130110,2004,0.0
130183,2004,0.0
130226,2004,0.737
130253,2004,0.517
130314,2004,0.643
130396,2004,0.065
130493,2004,0.286
130590,2004,0.914
130606,2004,0.083
130624,2004,0.316
130697,2004,0.839
130776,2004,0.355
130794,2004,0.958
130891,2004,0.114
130907,2004,0.0
130916,2004,0.046
130934,2004,0.369
130943,2004,0.6
130989,2004,0.0
131098,2004,0.242
131113,2004,0.111
131159,2004,0.642
131283,2004,0.393
131308,2004,0.75
131399,2004,0.636
131450,2004,0.24
131469,2004,0.707
131496,2004,0.86
131520,2004,0.666
131788,2004,0.414
131803,2004,0.143
131830,2004,0.75
131876,2004,0.661
132338,2004,0.478
132374,2004,0.421
132471,2004,0.443
132602,2004,0.362
132657,2004,1.0
132693,2004,0.339
132709,2004,0.151
132806,2004,0.684
132851,2004,0.237
132879,2004,0.0
132903,2004,0.482
132976,2004,0.833
133021,2004,0.327
133085,2004,0.0
133386,2004,0.254
133465,2004,0.444
133492,2004,0.636
133508,2004,0.299
133526,2004,0.109
133553,2004,0.0
133650,2004,0.446
133669,2004,0.419
133702,2004,0.205
133711,2004,0.8
133809,2004,0.25
133872,2004,0.0
133881,2004,0.35
133951,2004,0.434
133960,2004,0.429
133979,2004,0.237
133997,2004,0.719
134079,2004,0.286
134097,2004,0.668
134112,2004,0.433
134121,2004,0.361
134130,2004,0.674
134149,2004,0.911
134237,2004,0.68
134291,2004,0.771
134307,2004,0.25
134343,2004,0.103
134422,2004,0.556
134495,2004,0.216
134510,2004,1.0
134608,2004,0.189
134680,2004,0.412
134811,2004,0.0
134875,2004,0.545
134909,2004,0.1
134945,2004,0.436
135063,2004,0.0
135081,2004,0.603
135160,2004,0.438
135188,2004,0.273
135267,2004,0.607
135276,2004,0.519
135294,2004,0.054
135364,2004,0.0
135391,2004,0.159
135407,2004,0.336
135522,2004,0.87
135647,2004,0.181
135717,2004,0.209
135726,2004,0.644
135735,2004,0.64
135939,2004,0.877
135957,2004,0.556
136011,2004,0.5
136066,2004,0.682
136075,2004,0.583
136145,2004,0.267
136172,2004,0.478
136206,2004,0.192
136215,2004,0.333
136233,2004,0.195
136288,2004,0.0
136330,2004,0.227
136358,2004,0.215
136400,2004,0.111
136473,2004,0.156
136491,2004,0.305
136516,2004,0.127
136659,2004,1.0
136738,2004,0.653
136765,2004,1.0
136774,2004,0.5
136826,2004,0.176
136950,2004,0.625
137023,2004,0.838
137032,2004,0.5
137078,2004,0.172
137087,2004,0.978
137096,2004,0.296
137209,2004,0.163
137245,2004,0.391
137281,2004,0.323
137315,2004,0.318
137351,2004,0.495
137476,2004,0.2
137546,2004,0.611
137564,2004,0.4
137759,2004,0.147
137801,2004,0.286
137810,2004,0.2
137847,2004,0.708
137856,2004,0.545
137865,2004,0.784
137892,2004,0.522
137953,2004,1.0
137962,2004,0.0
138187,2004,0.194
138275,2004,0.333
138284,2004,0.593
138293,2004,0.333
138309,2004,0.52
138336,2004,0.0
138354,2004,0.125
138372,2004,0.479
138479,2004,0.523
138488,2004,0.886
138558,2004,0.121
138600,2004,0.717
138655,2004,0.532
138682,2004,0.429
138691,2004,0.087
138716,2004,0.447
138725,2004,0.167
138761,2004,0.129
138789,2004,0.221
138813,2004,0.279
138840,2004,0.349
138868,2004,0.25
138877,2004,0.25
138901,2004,0.083
138947,2004,0.305
138956,2004,0.383
138983,2004,0.153
139010,2004,0.092
139074,2004,0.425
139126,2004,0.427
139144,2004,0.25
139153,2004,0.214
139199,2004,0.25
139205,2004,0.149
139214,2004,0.125
139250,2004,0.105
139278,2004,0.3
139311,2004,0.141
139357,2004,0.313
139366,2004,0.267
139384,2004,0.375
139393,2004,0.333
139463,2004,0.0
139533,2004,0.304
139579,2004,0.0
139621,2004,0.03
139630,2004,0.75
139658,2004,0.45
139700,2004,0.0
139719,2004,0.254
139746,2004,1.0
139755,2004,0.615
139764,2004,0.26
139773,2004,0.129
139861,2004,0.536
139904,2004,0.167
139931,2004,0.426
139940,2004,0.395
139959,2004,0.689
139968,2004,0.081
139986,2004,0.377
139995,2004,0.544
140003,2004,0.522
140012,2004,0.204
140076,2004,0.429
140085,2004,0.45
140164,2004,0.353
140191,2004,0.609
140234,2004,0.138
140243,2004,0.511
140252,2004,0.171
140304,2004,0.172
140322,2004,0.033
140331,2004,0.143
140340,2004,0.3
140447,2004,0.518
140483,2004,0.1
140553,2004,0.598
140599,2004,0.337
140669,2004,0.273
140678,2004,0.462
140696,2004,0.481
140720,2004,0.278
140818,2004,0.333
140872,2004,0.091
140942,2004,0.21
140951,2004,0.551
140960,2004,0.295
140988,2004,0.35
140997,2004,0.203
141006,2004,0.417
141060,2004,0.758
141097,2004,0.322
141121,2004,0.382
141158,2004,0.306
141167,2004,0.25
141185,2004,0.5
141228,2004,0.423
141237,2004,0.048
141255,2004,0.384
141264,2004,0.35
141273,2004,0.6
141307,2004,0.048
141325,2004,0.633
141334,2004,0.332
141361,2004,0.5
141468,2004,0.455
141486,2004,0.167
141565,2004,0.0
141574,2004,0.417
141583,2004,1.0
141644,2004,0.318
141680,2004,0.0
141802,2004,0.0
141811,2004,0.0
141857,2004,0.0
141990,2004,0.0
142115,2004,0.2
142276,2004,0.111
142285,2004,0.333
142294,2004,0.0
142328,2004,0.0
142337,2004,0.5
142407,2004,1.0
142416,2004,1.0
142443,2004,0.0
142461,2004,0.2
142522,2004,1.0
142559,2004,0.0
142887,2004,0.308
143048,2004,0.778
143075,2004,0.772
143084,2004,0.611
143118,2004,0.348
143215,2004,0.122
143279,2004,0.114
143288,2004,0.222
143358,2004,0.535
143613,2004,0.167
143880,2004,0.528
144005,2004,0.151
144050,2004,0.784
144157,2004,0.08
144166,2004,0.051
144175,2004,0.105
144184,2004,0.09
144193,2004,0.073
144209,2004,0.044
144218,2004,0.123
144281,2004,0.164
144351,2004,0.31
144467,2004,0.269
144564,2004,0.075
144740,2004,0.507
144759,2004,0.275
144865,2004,0.086
144883,2004,0.095
144892,2004,0.455
144944,2004,0.261
144962,2004,0.375
144971,2004,0.875
145239,2004,0.647
145372,2004,0.538
145460,2004,0.0
145521,2004,0.071
145600,2004,0.367
145619,2004,0.13
145637,2004,0.649
145646,2004,0.615
145682,2004,0.14
145691,2004,0.5
145707,2004,0.0
145725,2004,0.786
145813,2004,0.427
145831,2004,0.0
146010,2004,0.25
146205,2004,0.081
146278,2004,0.063
146296,2004,0.026
146339,2004,0.111
146348,2004,0.556
146366,2004,0.324
146393,2004,0.4
146418,2004,0.154
146427,2004,0.706
146472,2004,0.14
146481,2004,0.821
146506,2004,0.4
146603,2004,0.088
146612,2004,0.4
146621,2004,0.5
146667,2004,0.333
146676,2004,0.5
146685,2004,0.149
146719,2004,0.592
146816,2004,0.72
146825,2004,0.148
147004,2004,0.0
147013,2004,0.563
147165,2004,0.0
147244,2004,0.333
147341,2004,0.571
147378,2004,0.038
147396,2004,0.5
147411,2004,0.5
147439,2004,0.486
147536,2004,0.444
147660,2004,0.5
147679,2004,0.36
147703,2004,0.37
147749,2004,0.189
147767,2004,0.833
147776,2004,0.078
147800,2004,0.037
147828,2004,0.143
147916,2004,0.045
148007,2004,0.082
148016,2004,1.0
148131,2004,0.118
148177,2004,0.278
148256,2004,0.379
148292,2004,0.094
148335,2004,0.38
148380,2004,0.143
148399,2004,0.217
148405,2004,0.158
148487,2004,0.254
148496,2004,0.5
148584,2004,0.7
148627,2004,0.286
148672,2004,0.0
148821,2004,0.069
148849,2004,0.0
148876,2004,0.533
148919,2004,1.0
148937,2004,0.6
148973,2004,0.5
148991,2004,0.0
149019,2004,0.375
149222,2004,0.5
149231,2004,0.259
149310,2004,0.617
149365,2004,0.098
149505,2004,0.158
149514,2004,0.1
149532,2004,0.092
149639,2004,0.0
149727,2004,0.083
149772,2004,0.387
149781,2004,0.733
149842,2004,0.067
150048,2004,0.1
150066,2004,0.32
150136,2004,0.511
150145,2004,0.25
150163,2004,0.621
150172,2004,0.313
150251,2004,0.556
150400,2004,0.643
150455,2004,0.613
150534,2004,0.429
150561,2004,0.333
150604,2004,0.333
150668,2004,0.571
150677,2004,0.25
150756,2004,0.75
150774,2004,0.2
150941,2004,0.0
150978,2004,0.028
150987,2004,0.026
150996,2004,0.0
151005,2004,0.019
151014,2004,0.0
151023,2004,0.091
151032,2004,0.017
151041,2004,0.25
151050,2004,0.0
151069,2004,0.115
151078,2004,0.0
151087,2004,0.061
151096,2004,0.0
151102,2004,0.196
151111,2004,0.183
151157,2004,0.167
151166,2004,0.274
151184,2004,0.167
151193,2004,0.0
151209,2004,0.6
151236,2004,0.0
151245,2004,1.0
151263,2004,1.0
151290,2004,0.404
151306,2004,0.0
151324,2004,0.737
151333,2004,0.25
151342,2004,0.156
151351,2004,0.495
151360,2004,0.08
151379,2004,0.083
151388,2004,0.2
151458,2004,0.6
151467,2004,0.788
151494,2004,0.538
151500,2004,0.615
151519,2004,0.488
151616,2004,0.083
151625,2004,0.207
151661,2004,0.348
151777,2004,0.5
151786,2004,0.235
151801,2004,0.933
151810,2004,0.424
151829,2004,0.368
151944,2004,0.167
151962,2004,1.0
152044,2004,0.578
152080,2004,0.825
152099,2004,0.553
152220,2004,0.345
152248,2004,0.076
152266,2004,0.0
152318,2004,0.5
152336,2004,1.0
152363,2004,0.357
152381,2004,0.0
152390,2004,0.4
152415,2004,0.375
152424,2004,0.5
152497,2004,0.0
152530,2004,0.4
152567,2004,0.286
152600,2004,0.474
152637,2004,0.048
152673,2004,0.455
152992,2004,0.0
153038,2004,1.0
153074,2004,1.0
153083,2004,0.0
153092,2004,0.625
153108,2004,0.0
153126,2004,0.0
153144,2004,0.75
153162,2004,0.875
153171,2004,1.0
153214,2004,0.121
153241,2004,0.0
153250,2004,0.333
153269,2004,0.3
153278,2004,0.1
153296,2004,0.15
153302,2004,1.0
153311,2004,0.047
153366,2004,0.222
153375,2004,0.0
153384,2004,0.9
153409,2004,0.556
153418,2004,0.0
153427,2004,0.563
153445,2004,0.088
153472,2004,0.143
153524,2004,0.103
153533,2004,0.067
153588,2004,0.5
153597,2004,0.462
153603,2004,0.51
153621,2004,0.375
153630,2004,0.263
153658,2004,0.505
153737,2004,0.014
153746,2004,1.0
153764,2004,1.0
153825,2004,0.0
153834,2004,0.5
153861,2004,0.0
153922,2004,0.6
154004,2004,0.5
154013,2004,1.0
154022,2004,0.0
154059,2004,0.125
154095,2004,0.429
154110,2004,0.167
154129,2004,0.0
154208,2004,1.0
154235,2004,0.5
154332,2004,0.333
154341,2004,0.333
154350,2004,0.5
154378,2004,0.273
154396,2004,0.0
154448,2004,0.667
154457,2004,0.667
154466,2004,1.0
154484,2004,0.5
154493,2004,0.368
154518,2004,0.1
154527,2004,0.545
154545,2004,0.3
154572,2004,0.0
154590,2004,0.208
154642,2004,0.167
154688,2004,0.8
154697,2004,0.364
154712,2004,0.25
154721,2004,0.15
154749,2004,0.167
154767,2004,0.478
154776,2004,0.435
154800,2004,0.169
154837,2004,1.0
154855,2004,0.583
154907,2004,0.154
154925,2004,0.268
154934,2004,0.4
154952,2004,0.273
154998,2004,0.214
155007,2004,0.143
155025,2004,0.29
155052,2004,0.0
155061,2004,0.143
155089,2004,0.0
155098,2004,0.389
155104,2004,0.222
155177,2004,0.4
155186,2004,0.123
155195,2004,0.099
155201,2004,0.333
155210,2004,0.117
155283,2004,0.628
155292,2004,0.106
155317,2004,0.342
155335,2004,0.0
155353,2004,0.833
155399,2004,0.371
155414,2004,0.167
155450,2004,0.154
155478,2004,0.4
155487,2004,0.545
155511,2004,0.364
155520,2004,0.3
155566,2004,0.125
155593,2004,1.0
155609,2004,0.6
155627,2004,0.259
155681,2004,0.0
155715,2004,0.148
155812,2004,0.333
155858,2004,0.316
155900,2004,1.0
155937,2004,0.0
155973,2004,0.0
156082,2004,0.111
156107,2004,0.25
156125,2004,0.191
156213,2004,1.0
156231,2004,0.167
156277,2004,1.0
156286,2004,0.2
156295,2004,0.58
156310,2004,0.667
156338,2004,0.444
156356,2004,0.5
156365,2004,0.158
156392,2004,0.217
156408,2004,1.0
156426,2004,0.571
156471,2004,0.714
156541,2004,0.071
156620,2004,0.282
156648,2004,0.093
156745,2004,0.75
156754,2004,1.0
156790,2004,0.167
156842,2004,1.0
156851,2004,0.1
156860,2004,0.185
156903,2004,1.0
156921,2004,0.091
156967,2004,0.75
157021,2004,0.35
157058,2004,0.218
157076,2004,0.286
157085,2004,0.462
157100,2004,0.0
157146,2004,0.8
157173,2004,0.019
157216,2004,0.185
157270,2004,0.458
157289,2004,0.307
157304,2004,0.0
157331,2004,0.5
157359,2004,0.0
157377,2004,0.4
157386,2004,0.146
157401,2004,0.261
157438,2004,0.2
157447,2004,0.202
157456,2004,1.0
157465,2004,0.8
157483,2004,0.231
157508,2004,1.0
157535,2004,0.0
157553,2004,0.0
157599,2004,0.256
157614,2004,0.8
157632,2004,0.071
157650,2004,0.8
157669,2004,0.633
157678,2004,0.5
157696,2004,0.111
157711,2004,0.25
157739,2004,0.1
157748,2004,0.4
157757,2004,0.385
157766,2004,0.418
157793,2004,0.273
157809,2004,0.0
157818,2004,0.625
157863,2004,0.25
157951,2004,0.128
158088,2004,0.357
158219,2004,0.556
158237,2004,0.435
158307,2004,0.333
158325,2004,0.5
158334,2004,0.5
158343,2004,0.433
158352,2004,0.31
158431,2004,0.074
158440,2004,0.78
158477,2004,0.533
158662,2004,0.004
158723,2004,0.663
158769,2004,0.436
158802,2004,0.409
158884,2004,0.078
158893,2004,0.0
158936,2004,0.25
158945,2004,0.065
159009,2004,0.374
159018,2004,0.5
159045,2004,0.174
159090,2004,0.167
159197,2004,0.944
159249,2004,0.0
159258,2004,0.0
159382,2004,0.117
159391,2004,0.521
159407,2004,0.045
159416,2004,0.172
159443,2004,0.22
159568,2004,0.316
159647,2004,0.167
159656,2004,0.603
159717,2004,0.063
159823,2004,0.16
159939,2004,0.169
159966,2004,0.211
159984,2004,0.364
159993,2004,0.196
160001,2004,0.0
160010,2004,0.19
160038,2004,0.188
160047,2004,0.412
160065,2004,0.389
160074,2004,0.0
160214,2004,0.059
160250,2004,0.165
160311,2004,0.393
160366,2004,0.533
160427,2004,0.175
160436,2004,0.127
160454,2004,0.25
160481,2004,0.273
160524,2004,0.925
160560,2004,0.333
160579,2004,0.259
160612,2004,0.091
160621,2004,0.266
160630,2004,0.138
160649,2004,0.172
160658,2004,0.264
160667,2004,0.267
160676,2004,0.333
160685,2004,0.389
160694,2004,0.333
160719,2004,0.4
160755,2004,0.573
160816,2004,0.231
160843,2004,0.222
160904,2004,0.487
160913,2004,0.2
160940,2004,0.2
160977,2004,0.875
161004,2004,0.75
161077,2004,0.0
161086,2004,0.765
161165,2004,0.25
161217,2004,0.0
161226,2004,0.5
161244,2004,1.0
161253,2004,0.438
161484,2004,0.75
161518,2004,0.333
161545,2004,0.143
161554,2004,0.0
161572,2004,0.5
161581,2004,0.0
161688,2004,0.143
161767,2004,0.06
161776,2004,0.493
161864,2004,0.044
161882,2004,0.188
162007,2004,0.381
162061,2004,0.182
162104,2004,0.111
162122,2004,0.041
162168,2004,0.073
162210,2004,0.2
162283,2004,0.193
162557,2004,0.128
162584,2004,0.459
162609,2004,0.118
162654,2004,0.576
162681,2004,0.286
162690,2004,0.122
162706,2004,0.104
162760,2004,0.632
162779,2004,0.049
162928,2004,0.911
162982,2004,0.5
163046,2004,0.844
163204,2004,0.071
163268,2004,0.6
163286,2004,0.676
163295,2004,0.6
163338,2004,0.431
163426,2004,0.044
163453,2004,0.409
163462,2004,0.652
163578,2004,0.633
163657,2004,0.021
163736,2004,0.423
163851,2004,0.6
163912,2004,0.56
163921,2004,0.253
163976,2004,0.0
164058,2004,0.503
164076,2004,0.547
164100,2004,1.0
164155,2004,0.722
164173,2004,0.536
164207,2004,0.5
164216,2004,0.444
164270,2004,0.743
164313,2004,0.067
164447,2004,0.403
164465,2004,0.929
164492,2004,0.0
164562,2004,0.8
164571,2004,0.375
164580,2004,0.833
164614,2004,1.0
164632,2004,0.462
164641,2004,1.0
164720,2004,0.333
164739,2004,0.581
164748,2004,0.313
164775,2004,0.0
164872,2004,0.167
164924,2004,0.809
164933,2004,0.0
164988,2004,0.766
165015,2004,0.842
165024,2004,0.317
165033,2004,0.068
165060,2004,1.0
165112,2004,0.085
165149,2004,1.0
165194,2004,0.0
165264,2004,0.5
165334,2004,0.625
165529,2004,0.563
165574,2004,0.262
165635,2004,0.444
165644,2004,0.429
165662,2004,0.667
165671,2004,0.556
165802,2004,0.298
165820,2004,0.364
165866,2004,0.536
165884,2004,0.259
165936,2004,0.333
165981,2004,0.0
166018,2004,0.7
166027,2004,0.916
166124,2004,0.824
166133,2004,0.049
166276,2004,0.4
166391,2004,0.333
166452,2004,0.455
166513,2004,0.167
166601,2004,0.5
166629,2004,0.564
166638,2004,0.35
166647,2004,0.065
166656,2004,0.667
166674,2004,0.5
166683,2004,0.859
166692,2004,0.5
166823,2004,0.086
166850,2004,0.667
166887,2004,0.109
166939,2004,0.84
166948,2004,0.175
166957,2004,0.231
166984,2004,0.0
167057,2004,0.4
167224,2004,1.0
167251,2004,0.333
167260,2004,0.273
167288,2004,0.438
167312,2004,0.135
167321,2004,0.463
167358,2004,0.556
167376,2004,0.0
167394,2004,0.25
167455,2004,0.609
167525,2004,0.267
167534,2004,0.067
167543,2004,1.0
167598,2004,0.556
167631,2004,0.068
167729,2004,0.375
167783,2004,0.545
167792,2004,1.0
167835,2004,0.938
167899,2004,0.522
167905,2004,0.133
167987,2004,0.368
167996,2004,0.857
168005,2004,0.286
168148,2004,0.794
168218,2004,0.963
168227,2004,0.294
168254,2004,0.3
168263,2004,0.64
168281,2004,0.867
168290,2004,0.5
168342,2004,0.971
168421,2004,0.5
168430,2004,0.357
168528,2004,0.278
168546,2004,0.714
168591,2004,0.667
168607,2004,0.25
168740,2004,0.552
168786,2004,0.231
168838,2004,0.0
168847,2004,0.035
168883,2004,0.0
169080,2004,0.444
169187,2004,0.75
169248,2004,0.381
169275,2004,0.023
169327,2004,1.0
169363,2004,0.0
169442,2004,0.188
169479,2004,0.114
169521,2004,0.143
169655,2004,0.704
169716,2004,0.4
169798,2004,0.26
169910,2004,0.111
169947,2004,0.783
169974,2004,0.143
169983,2004,0.412
169992,2004,0.0
170000,2004,0.0
170037,2004,0.0
170055,2004,0.081
170082,2004,0.465
170091,2004,0.0
170240,2004,0.053
170301,2004,0.75
170417,2004,0.25
170444,2004,0.167
170532,2004,0.5
170541,2004,0.095
170550,2004,0.227
170587,2004,0.0
170620,2004,0.203
170639,2004,0.0
170657,2004,0.035
170675,2004,0.205
170693,2004,0.353
170790,2004,0.167
170806,2004,0.125
170842,2004,0.125
