state_abbr,member_name,role,occupation_note,occ_category,is_educator,source,as_of
MA,Patrick Tutwiler,secretary,Secretary of Education (former teacher/superintendent),educator,1.0,https://www.doe.mass.edu/bese/edboard.html,2026-07
NJ,Nedd Johnson,vice-president,adjunct clinical supervisor Rowan Ed,educator,1.0,https://www.nj.gov/education/sboe/about/members/,2026-07
NJ,Mary Bennett,member,educational consultant / adjunct faculty,educator,1.0,https://www.nj.gov/education/sboe/about/members/,2026-07
NJ,Mary Beth Berry,member,former special ed teacher; career navigator,educator,1.0,https://www.nj.gov/education/sboe/about/members/,2026-07
NJ,Joseph Ricca,member,school superintendent (White Plains),educator,1.0,https://www.nj.gov/education/sboe/about/members/,2026-07
NJ,Kathy Goldenberg,president,former local school board member,civic,0.0,https://www.nj.gov/education/sboe/about/members/,2026-07
IN,Katie Jenner,chair,Secretary of Education; former teacher/district leader,educator,1.0,https://www.in.gov/sboe/about-the-board/board-members/,2026-07
IN,William Durham,secretary,talent acquisition specialist (school district),education,1.0,https://www.in.gov/sboe/about-the-board/board-members/,2026-07
IN,Scott Bess,member,education entrepreneur (charter schools),educator,1.0,https://www.in.gov/sboe/about-the-board/board-members/,2026-07
IN,BJ Watts,member,former teacher/coach; nonprofit exec,educator,1.0,https://www.in.gov/sboe/about-the-board/board-members/,2026-07
WA,Shari Conditt,member,current teacher (government/US history 20+ yrs),educator,1.0,https://sbe.wa.gov/about-board/board-members,2026-07
WA,Chris Reykdal,ex-officio,superintendent of public instruction,educator,1.0,https://sbe.wa.gov/about-board/board-members,2026-07
FL,Tom Grady,member,attorney / investment strategist; former legislator,law,0.0,https://www.fldoe.org/policy/state-board-of-edu/members/,2026-07
FL,Ben Gibson,chair,attorney / political operative,law,0.0,https://www.fldoe.org/policy/state-board-of-edu/members/,2026-07
FL,Monesia Brown,member,Walmart public affairs director; former counsel,business,0.0,https://www.fldoe.org/policy/state-board-of-edu/members/,2026-07
FL,Marva Johnson,member,cable TV executive,business,0.0,https://www.fldoe.org/policy/state-board-of-edu/members/,2026-07
FL,Ryan Petty,vice-chair,businessman / school-safety advocate,business,0.0,https://www.fldoe.org/policy/state-board-of-edu/members/,2026-07
FL,Joe York,member,AT&T executive,business,0.0,https://www.fldoe.org/policy/state-board-of-edu/members/,2026-07
MI,Ellen Cogen Lipton,member,patent attorney; former state representative,law,0.0,https://www.michigan.gov/mde/about-us/state-board,2026-07
MI,Marshall Bullock,member,former state senator,govt,0.0,https://www.michigan.gov/mde/about-us/state-board,2026-07
MI,Mitchell Robinson,member,music education professor (MSU),educator,1.0,https://www.michigan.gov/mde/about-us/state-board,2026-07
MI,Pamela Pugh,president,public health scientist,health,0.0,https://www.michigan.gov/mde/about-us/state-board,2026-07
VA,Mashea Ashton,president,charter school founder/CEO,educator,1.0,https://www.doe.virginia.gov/data-policy-funding/virginia-board-of-education/board-members,2026-07
VA,William Hansen,vice-president,education nonprofit CEO; former US Dep Sec Ed,govt,0.0,https://www.doe.virginia.gov/data-policy-funding/virginia-board-of-education/board-members,2026-07
VA,Grace Creasey,member,private education council director,education,0.0,https://www.doe.virginia.gov/data-policy-funding/virginia-board-of-education/board-members,2026-07
VA,Debbie Kilgore,member,36-year family/consumer science teacher,educator,1.0,https://www.doe.virginia.gov/data-policy-funding/virginia-board-of-education/board-members,2026-07
VA,Amber Northern,member,think-tank research VP (Fordham),research,0.0,https://www.doe.virginia.gov/data-policy-funding/virginia-board-of-education/board-members,2026-07
VA,Kimberly Bridges,member,associate professor (VCU),educator,1.0,https://www.doe.virginia.gov/data-policy-funding/virginia-board-of-education/board-members,2026-07
VA,Jamelle Wilson,member,dean of education (U Richmond),educator,1.0,https://www.doe.virginia.gov/data-policy-funding/virginia-board-of-education/board-members,2026-07
VA,Beth Rhinehart,member,chamber of commerce CEO,business,0.0,https://www.doe.virginia.gov/data-policy-funding/virginia-board-of-education/board-members,2026-07
NE,Kristin Christensen,member,former teacher; nonprofit program manager,educator,1.0,https://www.education.ne.gov/stateboard/members/,2026-07
NE,Sherry Jones,member,retired teacher (35 yrs),educator,1.0,https://www.education.ne.gov/stateboard/members/,2026-07
NE,Liz Renner,member,communications professional,business,0.0,https://www.education.ne.gov/stateboard/members/,2026-07
SC,David O'Shields,chair,school superintendent (Laurens 56),educator,1.0,https://ed.sc.gov/state-board/state-board-of-education/about-state-board/state-board-members-information-and-biographies/,2026-07
CO,Kathy Gebhardt,member,attorney; adjunct education-law professor,law,0.0,https://ed.cde.state.co.us/cdeboard/board-member-profiles,2026-07
CO,Sherri Wright,member,retired career educator (20+ yrs),educator,1.0,https://ed.cde.state.co.us/cdeboard/board-member-profiles,2026-07
CO,Lisa Escarcega,member,former school psychologist/administrator,educator,1.0,https://ed.cde.state.co.us/cdeboard/board-member-profiles,2026-07
CO,Kristi Burton Brown,member,attorney; former GOP chair,law,0.0,https://ed.cde.state.co.us/cdeboard/board-member-profiles,2026-07
CO,Yazmin Navarro,vice-chair,former diplomat; education volunteer,govt,0.0,https://ed.cde.state.co.us/cdeboard/board-member-profiles,2026-07
MI,Tom McMillin,member,CPA / former state representative,business,0.0,https://www.michigan.gov/mde/about-us/state-board,2026-07
MI,Nikki Snyder,member,registered nurse / nurse educator (CC),health,0.0,https://www.michigan.gov/mde/about-us/state-board,2026-07
NE,Maggie Douglas,member,mental health practitioner; former teacher,educator,1.0,https://www.education.ne.gov/stateboard/members/,2026-07
NE,Elizabeth Tegtmeier,member,former public/private/home teacher,educator,1.0,https://www.education.ne.gov/stateboard/members/,2026-07
OK,Mike Tinney,member,attorney (Christian Legal Society); taught 3 yrs,law,0.0,https://oklahoma.gov/education/state-board-of-education/board-members.html,2026-07
OK,Chris Van Denhende,member,CPA / finance executive,business,0.0,https://oklahoma.gov/education/state-board-of-education/board-members.html,2026-07
OK,Becky Carson,member,retired special education teacher (30 yrs),educator,1.0,https://oklahoma.gov/education/state-board-of-education/board-members.html,2026-07
OK,Wes Nofire,member,real estate broker; Native liaison,business,0.0,https://oklahoma.gov/education/state-board-of-education/board-members.html,2026-07
OK,Brian Bobek,member,govt faith-based office director,govt,0.0,https://oklahoma.gov/education/state-board-of-education/board-members.html,2026-07
OK,Ryan Deatherage,member,emergency management director,govt,0.0,https://oklahoma.gov/education/state-board-of-education/board-members.html,2026-07
SC,David Mathis,chair,educator (Dr.),educator,1.0,https://ed.sc.gov/state-board/state-board-of-education/about-state-board/state-board-members-information-and-biographies/,2026-07
SC,Rita Allison,member,former state legislator (education committees),govt,0.0,https://ed.sc.gov/state-board/state-board-of-education/about-state-board/state-board-members-information-and-biographies/,2026-07
ID,William Gilbert,member,investment firm co-CEO,business,0.0,https://boardofed.idaho.gov/board-facts/board-members/,2026-07
ID,Kurt Liebich,member,manufacturing CEO (RedBuilt),business,0.0,https://boardofed.idaho.gov/board-facts/board-members/,2026-07
ID,Shawn Keough,member,logging assoc exec; former state senator,business,0.0,https://boardofed.idaho.gov/board-facts/board-members/,2026-07
ID,Cindy Siddoway,member,sheep rancher; former local trustee,business,0.0,https://boardofed.idaho.gov/board-facts/board-members/,2026-07
ID,Peter Koehler,member,former teacher/principal/superintendent,educator,1.0,https://boardofed.idaho.gov/board-facts/board-members/,2026-07
ID,Cally Roach,member,retired corporate VP,business,0.0,https://boardofed.idaho.gov/board-facts/board-members/,2026-07
AL,Jackie Zeigler,member,retired elementary principal (educator),educator,1.0,https://www.alabamaachieves.org/state-board-of-education/,2026-07
AL,Tracie West,member,realtor,business,0.0,https://www.alabamaachieves.org/state-board-of-education/,2026-07
AL,Kelly Mooney,member,former school administrator; small business,business,0.0,https://www.alabamaachieves.org/state-board-of-education/,2026-07
AL,Yvette Richardson,member,EdD educator,educator,1.0,https://www.alabamaachieves.org/state-board-of-education/,2026-07
AL,Tonya Chestnut,vice-president,lifelong educator,educator,1.0,https://www.alabamaachieves.org/state-board-of-education/,2026-07
AL,Marie Manning,member,retired school superintendent,educator,1.0,https://www.alabamaachieves.org/state-board-of-education/,2026-07
AL,Allen Long,member,physician (MD),health,0.0,https://www.alabamaachieves.org/state-board-of-education/,2026-07
AL,Wayne Reynolds,member,EdD educator,educator,1.0,https://www.alabamaachieves.org/state-board-of-education/,2026-07
AZ,Lucas Narducci,president,environmental law attorney,law,0.0,https://azsbe.az.gov/about/board-committees-staff,2026-07
AZ,Daniel Corr,vice-president,community college president,educator,1.0,https://azsbe.az.gov/about/board-committees-staff,2026-07
AZ,Calvin Baker,member,retired HS district superintendent,educator,1.0,https://azsbe.az.gov/about/board-committees-staff,2026-07
AZ,Janice Mak,member,STEM educator/teacher,educator,1.0,https://azsbe.az.gov/about/board-committees-staff,2026-07
AR,Aaron Abbott,member,account manager/consultant (higher ed),business,0.0,https://dese.ade.arkansas.gov/StateBoard/state-board-members,2026-07
AR,David Peacock,member,manufacturing company president,business,0.0,https://dese.ade.arkansas.gov/StateBoard/state-board-members,2026-07
KS,Beryl New,member,former educator/principal,educator,1.0,https://www.ksde.gov/state-board,2026-07
UT,Molly Hart,member,charter school exec; former teacher/principal,educator,1.0,https://schools.utah.gov/board/utah/members,2026-07
MO,Brooks Miller,member,community health center CEO,health,0.0,https://dese.mo.gov/state-board-education/about-state-board,2026-07
MO,Pamela Westbrooks-Hodge,member,retired finance partner (Edward Jones),business,0.0,https://dese.mo.gov/state-board-education/about-state-board,2026-07
MO,Robbie Myers,member,emergency mgmt director; former CC VP,govt,0.0,https://dese.mo.gov/state-board-education/about-state-board,2026-07
NV,Angela Orr,member,educator,educator,1.0,https://doe.nv.gov/boards-commissions-councils/state-board-of-education/members-state-board-of-education/,2026-07
NV,Rene Ford,member,marketing strategist,business,0.0,https://doe.nv.gov/boards-commissions-councils/state-board-of-education/members-state-board-of-education/,2026-07
NV,Tricia Braxton,member,university extension coordinator; former police officer,govt,0.0,https://doe.nv.gov/boards-commissions-councils/state-board-of-education/members-state-board-of-education/,2026-07
KY,Lu Young,vice-chair,former superintendent / education professor,educator,1.0,https://www.education.ky.gov/KBE/memb/Pages/default.aspx,2026-07
NH,Drew Cline,chair,journalist / think-tank (Josiah Bartlett Center),media,0.0,https://www.education.nh.gov/who-we-are/state-board-of-education/state-board-education-members,2026-07
HI,Roy Takumi,chair,former state legislator (education committee),govt,0.0,https://boe.hawaii.gov/members/,2026-07
HI,Ken Kuraya,member,40-year DOE educator/administrator,educator,1.0,https://boe.hawaii.gov/members/,2026-07
HI,Wesley Lo,member,health system CEO,health,0.0,https://boe.hawaii.gov/members/,2026-07
HI,Kahele Dukelow,member,university VC; former teacher,educator,1.0,https://boe.hawaii.gov/members/,2026-07
ME,Paulette Bonneau,chair,school social worker; technical center director,educator,1.0,https://www.maine.gov/doe/about/leadership/stateboard/members,2026-07
ME,Mark Balfantz,vice-chair,bank general counsel / attorney,law,0.0,https://www.maine.gov/doe/about/leadership/stateboard/members,2026-07
ME,Denham Ward,member,physician / medical educator,health,0.0,https://www.maine.gov/doe/about/leadership/stateboard/members,2026-07
VT,Jennifer Samuelson,chair,attorney; school board member,law,0.0,https://education.vermont.gov/state-board-councils/state-board,2026-07
VT,Tammy Kolbe,vice-chair,education finance professor,educator,1.0,https://education.vermont.gov/state-board-councils/state-board,2026-07
VT,Tom Lovett,member,former teacher/headmaster,educator,1.0,https://education.vermont.gov/state-board-councils/state-board,2026-07
VT,Brian Campion,member,Bennington College administrator,educator,1.0,https://education.vermont.gov/state-board-councils/state-board,2026-07
WV,Paul Hardesty,president,lobbyist; former county board/senator,govt,0.0,https://wvde.us/divisions-offices/west-virginia-board-education/board-members,2026-07
WV,Nancy White,member,retired school finance professional,business,0.0,https://wvde.us/divisions-offices/west-virginia-board-education/board-members,2026-07
WY,Mark Mathern,chair,32-year educator (teacher/principal/asst supt),educator,1.0,https://wyboardofeducation.org/220191_2,2026-07
WY,Ellen Creagar,vice-chair,college professor,educator,1.0,https://wyboardofeducation.org/220191_2,2026-07
WY,RJ Kost,member,former teacher/curriculum coordinator,educator,1.0,https://wyboardofeducation.org/220191_2,2026-07
WY,Amy Pierson,member,National Board Certified Teacher (Teacher of Year),educator,1.0,https://wyboardofeducation.org/220191_2,2026-07
RI,Patricia DiCenso,chair,37-year educator/superintendent,educator,1.0,https://ride.ri.gov/board-education/board-members,2026-07
RI,Mary Barden,member,NEA-RI director; former teacher,educator,1.0,https://ride.ri.gov/board-education/board-members,2026-07
RI,Amy Beretta,member,attorney,law,0.0,https://ride.ri.gov/board-education/board-members,2026-07
RI,Milissa ONeil,ex-officio,RI Teacher of the Year,educator,1.0,https://ride.ri.gov/board-education/board-members,2026-07
DE,Jon Sheehan,president,education policy advisor; Biden Institute exec,govt,0.0,https://education.delaware.gov/community/governance/state-board-of-education/,2026-07
DE,Deborah Stevens,vice-president,former teacher / NEA,educator,1.0,https://education.delaware.gov/community/governance/state-board-of-education/,2026-07
CT,Donald Harris,member,former teacher/principal/AD,educator,1.0,https://portal.ct.gov/sde/board/state-board-of-education/members,2026-07
CT,Gladys Labas,member,former superintendent/principal,educator,1.0,https://portal.ct.gov/sde/board/state-board-of-education/members,2026-07
CT,Kelli-Marie Vallieres,ex-officio,manufacturing owner; workforce officer,business,0.0,https://portal.ct.gov/sde/board/state-board-of-education/members,2026-07
OR,Jennifer Scurlock,chair,current high school teacher,educator,1.0,https://www.oregon.gov/ode/about-us/stateboard/pages/state-board-members.aspx,2026-07
OR,Cynthia Richardson,member,44-year educator (teacher/principal),educator,1.0,https://www.oregon.gov/ode/about-us/stateboard/pages/state-board-members.aspx,2026-07
SD,Steve Perkins,president,businessman; former CC instructor,business,0.0,https://boardsandcommissions.sd.gov/Information.aspx?BoardID=32,2026-07
SD,Phyllis Heineman,member,former math teacher; ex-legislator,educator,1.0,https://boardsandcommissions.sd.gov/Information.aspx?BoardID=32,2026-07
SD,Julie Westra,member,former school board / admin standards,govt,0.0,https://boardsandcommissions.sd.gov/Information.aspx?BoardID=32,2026-07
TN,Jordan Mollenhour,member,business (Mollenhour Gross / chamber),business,0.0,https://www.tn.gov/sbe/about-us/board-members.html,2026-07
TN,Darrell Cobbins,vice-chair,commercial real estate,business,0.0,https://www.tn.gov/sbe/about-us/board-members.html,2026-07
NC,Mo Green,ex-officio,superintendent of public instruction,educator,1.0,https://www.dpi.nc.gov/about-dpi/education-directory/state-board-education-members,2026-07
NC,Eric Davis,chair,former corporate exec / local board,business,0.0,https://www.dpi.nc.gov/about-dpi/education-directory/state-board-education-members,2026-07
MD,Joshua Michael,president,former middle school teacher; foundation exec,educator,1.0,https://www.marylandpublicschools.org/stateboard/Pages/members.aspx,2026-07
MD,Monica Goldson,vice-president,former teacher/superintendent,educator,1.0,https://www.marylandpublicschools.org/stateboard/Pages/members.aspx,2026-07
MD,James Bell,member,former teacher/principal; nonprofit dir,educator,1.0,https://www.marylandpublicschools.org/stateboard/Pages/members.aspx,2026-07
MD,Peggy Carr,member,former NCES commissioner; visiting professor,research,0.0,https://www.marylandpublicschools.org/stateboard/Pages/members.aspx,2026-07
MD,Samir Paul,member,attorney/educator,law,0.0,https://www.marylandpublicschools.org/stateboard/Pages/members.aspx,2026-07
PA,Carol Aichele,vice-chair,former PA Secretary of State,govt,0.0,https://www.pa.gov/agencies/stateboard/about-the-board/board-members,2026-07
PA,Nathan Barrett,member,school superintendent,educator,1.0,https://www.pa.gov/agencies/stateboard/about-the-board/board-members,2026-07
PA,Amanda Hetrick,member,school superintendent,educator,1.0,https://www.pa.gov/agencies/stateboard/about-the-board/board-members,2026-07
PA,Monica Taylor,member,associate professor (Temple),educator,1.0,https://www.pa.gov/agencies/stateboard/about-the-board/board-members,2026-07
PA,Pedro Rivera,member,college president (Thaddeus Stevens),educator,1.0,https://www.pa.gov/agencies/stateboard/about-the-board/board-members,2026-07
DC,T Michelle Colson,member,DCPS dean of students,educator,1.0,https://sboe.dc.gov/page/board-biographies,2026-07
DC,Jacque Patterson,president,parent/community activist,civic,0.0,https://sboe.dc.gov/page/board-biographies,2026-07
DC,Allister Chang,member,nonprofit executive (libraries),nonprofit,0.0,https://sboe.dc.gov/page/board-biographies,2026-07
LA,Preston Castille,member,attorney,law,0.0,https://bese.louisiana.gov/about-bese/structure,2026-07
LA,Sharon Latten Clark,member,educator (Dr.),educator,1.0,https://bese.louisiana.gov/about-bese/structure,2026-07
LA,Conrad Appel,member,former state senator; businessman,business,0.0,https://bese.louisiana.gov/about-bese/structure,2026-07
LA,Simone Champagne,member,former state legislator / town administrator,govt,0.0,https://bese.louisiana.gov/about-bese/structure,2026-07
NC,Alan Duncan,vice-chair,attorney,law,0.0,https://www.dpi.nc.gov/about-dpi/education-directory/state-board-education-members,2026-07
NC,Olivia Oxendine,member,education professor,educator,1.0,https://www.dpi.nc.gov/about-dpi/education-directory/state-board-education-members,2026-07
NC,Catherine Truitt,secretary,former superintendent/chancellor,educator,1.0,https://www.dpi.nc.gov/about-dpi/education-directory/state-board-education-members,2026-07
NC,Reginald Kenan,member,farmer/business,business,0.0,https://www.dpi.nc.gov/about-dpi/education-directory/state-board-education-members,2026-07
NY,Frances Wills,member,former superintendent,educator,1.0,https://www.regents.nysed.gov/members,2026-07
NY,Roger Catania,member,former superintendent,educator,1.0,https://www.regents.nysed.gov/members,2026-07
NY,Aramina Ferrer,member,education professor,educator,1.0,https://www.regents.nysed.gov/members,2026-07
NY,Lester Young,chancellor,former teacher/principal (NYC DOE),educator,1.0,https://www.regents.nysed.gov/members,2026-07
NY,James Cottrell,member,physician/professor (anesthesiology),health,0.0,https://www.regents.nysed.gov/members,2026-07
NY,Roger Tilles,member,attorney,law,0.0,https://www.regents.nysed.gov/members,2026-07
MI,Judith Pritchett,secretary,former teacher/superintendent/CAO,educator,1.0,https://www.michigan.gov/mde/about-us/state-board,2026-07
WA,Bill Kallappa,member,tribal education liaison,educator,1.0,https://sbe.wa.gov/about-board/board-members,2026-07
WA,Angela Griffin,member,youth-development nonprofit leader,nonprofit,0.0,https://sbe.wa.gov/about-board/board-members,2026-07
KY,Robbie Fletcher,ex-officio,commissioner; former superintendent,educator,1.0,https://www.education.ky.gov/KBE/memb/Pages/default.aspx,2026-07
HI,Bruce Voss,chair,attorney (business/real estate law),law,0.0,https://boe.hawaii.gov/members/,2026-07
HI,Kaimana Barcarse,vice-chair,Kamehameha Schools regional director,educator,1.0,https://boe.hawaii.gov/members/,2026-07
